Edad;Sexo;Poblacion;Fecha
12;2;228252;2037
13;2;232910;2037
14;2;242004;2037
15;2;255890;2037
16;2;271648;2037
17;2;296743;2037
18;2;329823;2037
19;2;351547;2037
20;2;362660;2037
21;2;378061;2037
22;2;394714;2037
23;2;395265;2037
24;2;387099;2037
25;2;385696;2037
26;2;385749;2037
27;2;382647;2037
28;2;380123;2037
29;2;373547;2037
30;2;367007;2037
31;2;366999;2037
32;2;368549;2037
33;2;365130;2037
34;2;360190;2037
35;2;359323;2037
36;2;356403;2037
37;2;355181;2037
38;2;354627;2037
39;2;353610;2037
40;2;352773;2037
41;2;351889;2037
42;2;351100;2037
43;2;350553;2037
44;2;350469;2037
45;2;349247;2037
46;2;346059;2037
47;2;341787;2037
48;2;336487;2037
49;2;330317;2037
50;2;323581;2037
51;2;317159;2037
52;2;310414;2037
53;2;304250;2037
54;2;301785;2037
55;2;302854;2037
56;2;304643;2037
57;2;306089;2037
58;2;305399;2037
59;2;298828;2037
60;2;286443;2037
61;2;272190;2037
62;2;258190;2037
63;2;244472;2037
64;2;232021;2037
65;2;221002;2037
66;2;210251;2037
67;2;199060;2037
68;2;188418;2037
69;2;179445;2037
70;2;172053;2037
71;2;165219;2037
72;2;158376;2037
73;2;151363;2037
74;2;143794;2037
75;2;135656;2037
76;2;127341;2037
77;2;119027;2037
78;2;110734;2037
79;2;102581;2037
80;2;94564;2037
81;2;86625;2037
82;2;78888;2037
83;2;71334;2037
84;2;63974;2037
85;2;57035;2037
86;2;50339;2037
87;2;44295;2037
88;2;38624;2037
89;2;32622;2037
90;2;26804;2037
91;2;21592;2037
92;2;17049;2037
93;2;13340;2037
94;2;10403;2037
95;2;7883;2037
96;2;5843;2037
97;2;4322;2037
98;2;3160;2037
99;2;2275;2037
100;2;4426;2037
0;1;233275;2038
1;1;231510;2038
2;1;229239;2038
3;1;226562;2038
4;1;223598;2038
5;1;220470;2038
6;1;217282;2038
7;1;214126;2038
8;1;211064;2038
9;1;209389;2038
10;1;209047;2038
11;1;210295;2038
12;1;213556;2038
13;1;217775;2038
14;1;222323;2038
15;1;231795;2038
16;1;245870;2038
17;1;260684;2038
18;1;285661;2038
19;1;317106;2038
20;1;337962;2038
21;1;347151;2038
22;1;359634;2038
23;1;375760;2038
24;1;375871;2038
25;1;367009;2038
26;1;365156;2038
27;1;366675;2038
28;1;365803;2038
29;1;364561;2038
30;1;355392;2038
31;1;346821;2038
32;1;350556;2038
33;1;356314;2038
34;1;354054;2038
35;1;349514;2038
36;1;349329;2038
37;1;347243;2038
38;1;346385;2038
39;1;346076;2038
40;1;345345;2038
41;1;344865;2038
42;1;344398;2038
43;1;344087;2038
44;1;344028;2038
45;1;344629;2038
46;1;344271;2038
47;1;341925;2038
48;1;338532;2038
49;1;334144;2038
50;1;328936;2038
51;1;323222;2038
52;1;317889;2038
53;1;312332;2038
54;1;307426;2038
55;1;306197;2038
56;1;308448;2038
57;1;311540;2038
58;1;314455;2038
59;1;315274;2038
60;1;310219;2038
61;1;299275;2038
62;1;286383;2038
63;1;273693;2038
64;1;261253;2038
65;1;250111;2038
66;1;240477;2038
67;1;231142;2038
68;1;221332;2038
69;1;212067;2038
70;1;204542;2038
71;1;198675;2038
72;1;193369;2038
73;1;188002;2038
74;1;182391;2038
75;1;176081;2038
76;1;169031;2038
77;1;161668;2038
78;1;154176;2038
79;1;146510;2038
80;1;138759;2038
81;1;130899;2038
82;1;122792;2038
83;1;114390;2038
84;1;105560;2038
85;1;96503;2038
86;1;87651;2038
87;1;78802;2038
88;1;70606;2038
89;1;62852;2038
90;1;54523;2038
91;1;46199;2038
92;1;38499;2038
93;1;31559;2038
94;1;25693;2038
95;1;20819;2038
96;1;16462;2038
97;1;12763;2038
98;1;9813;2038
99;1;7405;2038
100;1;16963;2038
0;2;244720;2038
1;2;242836;2038
2;2;240441;2038
3;2;237634;2038
4;2;234529;2038
5;2;231247;2038
6;2;227909;2038
7;2;224594;2038
8;2;221365;2038
9;2;219607;2038
10;2;219242;2038
11;2;220531;2038
12;2;223926;2038
13;2;228301;2038
14;2;232963;2038
15;2;242060;2038
16;2;255937;2038
17;2;271668;2038
18;2;296710;2038
19;2;329713;2038
20;2;351369;2038
21;2;362424;2038
22;2;377760;2038
23;2;394339;2038
24;2;394829;2038
25;2;386604;2038
26;2;385145;2038
27;2;385160;2038
28;2;382050;2038
29;2;379542;2038
30;2;372987;2038
31;2;366467;2038
32;2;366476;2038
33;2;368043;2038
34;2;364644;2038
35;2;359725;2038
36;2;358873;2038
37;2;355956;2038
38;2;354718;2038
39;2;354134;2038
40;2;353081;2038
41;2;352206;2038
42;2;351281;2038
43;2;350447;2038
44;2;349853;2038
45;2;349711;2038
46;2;348426;2038
47;2;345172;2038
48;2;340832;2038
49;2;335459;2038
50;2;329214;2038
51;2;322398;2038
52;2;315887;2038
53;2;309042;2038
54;2;302765;2038
55;2;300155;2038
56;2;301046;2038
57;2;302632;2038
58;2;303857;2038
59;2;302942;2038
60;2;296178;2038
61;2;283644;2038
62;2;269258;2038
63;2;255123;2038
64;2;241270;2038
65;2;228669;2038
66;2;217485;2038
67;2;206569;2038
68;2;195230;2038
69;2;184439;2038
70;2;175289;2038
71;2;167683;2038
72;2;160619;2038
73;2;153543;2038
74;2;146302;2038
75;2;138530;2038
76;2;130222;2038
77;2;121760;2038
78;2;113322;2038
79;2;104935;2038
80;2;96704;2038
81;2;88641;2038
82;2;80713;2038
83;2;73027;2038
84;2;65569;2038
85;2;58355;2038
86;2;51595;2038
87;2;45128;2038
88;2;39322;2038
89;2;33926;2038
90;2;28328;2038
91;2;22993;2038
92;2;18282;2038
93;2;14237;2038
94;2;10976;2038
95;2;8426;2038
96;2;6279;2038
97;2;4569;2038
98;2;3315;2038
99;2;2373;2038
100;2;4647;2038
0;1;234463;2039
1;1;233263;2039
2;1;231508;2039
3;1;229259;2039
4;1;226600;2039
5;1;223651;2039
6;1;220536;2039
7;1;217356;2039
8;1;214205;2039
9;1;211144;2039
10;1;209470;2039
11;1;209129;2039
12;1;210383;2039
13;1;213661;2039
14;1;217907;2039
15;1;222493;2039
16;1;231995;2039
17;1;246082;2039
18;1;260878;2039
19;1;285807;2039
20;1;317191;2039
21;1;337986;2039
22;1;347108;2039
23;1;359513;2039
24;1;375555;2039
25;1;375578;2039
26;1;366641;2039
27;1;364736;2039
28;1;366243;2039
29;1;365391;2039
30;1;364178;2039
31;1;355035;2039
32;1;346486;2039
33;1;350228;2039
34;1;355983;2039
35;1;353729;2039
36;1;349198;2039
37;1;349011;2039
38;1;346914;2039
39;1;346033;2039
40;1;345697;2039
41;1;344940;2039
42;1;344434;2039
43;1;343940;2039
44;1;343603;2039
45;1;343513;2039
46;1;344078;2039
47;1;343681;2039
48;1;341294;2039
49;1;337857;2039
50;1;333424;2039
51;1;328166;2039
52;1;322401;2039
53;1;317009;2039
54;1;311389;2039
55;1;306410;2039
56;1;305087;2039
57;1;307218;2039
58;1;310170;2039
59;1;312930;2039
60;1;313588;2039
61;1;308391;2039
62;1;297333;2039
63;1;284332;2039
64;1;271529;2039
65;1;258971;2039
66;1;247697;2039
67;1;237914;2039
68;1;228425;2039
69;1;218462;2039
70;1;209032;2039
71;1;201310;2039
72;1;195209;2039
73;1;189642;2039
74;1;183997;2039
75;1;178091;2039
76;1;171485;2039
77;1;164144;2039
78;1;156490;2039
79;1;148702;2039
80;1;140717;2039
81;1;132659;2039
82;1;124522;2039
83;1;116165;2039
84;1;107555;2039
85;1;98579;2039
86;1;89443;2039
87;1;80561;2039
88;1;71759;2039
89;1;63642;2039
90;1;56029;2039
91;1;48030;2039
92;1;40189;2039
93;1;33053;2039
94;1;26724;2039
95;1;21443;2039
96;1;17108;2039
97;1;13303;2039
98;1;10128;2039
99;1;7634;2039
100;1;17457;2039
0;2;245975;2039
1;2;244694;2039
2;2;242835;2039
3;2;240465;2039
4;2;237678;2039
5;2;234587;2039
6;2;231316;2039
7;2;227984;2039
8;2;224670;2039
9;2;221439;2039
10;2;219674;2039
11;2;219300;2039
12;2;220582;2039
13;2;223974;2039
14;2;228353;2039
15;2;233020;2039
16;2;242111;2039
17;2;255964;2039
18;2;271651;2039
19;2;296626;2039
20;2;329554;2039
21;2;351146;2039
22;2;362141;2039
23;2;377407;2039
24;2;393911;2039
25;2;394337;2039
26;2;386063;2039
27;2;384568;2039
28;2;384573;2039
29;2;381478;2039
30;2;378987;2039
31;2;372452;2039
32;2;365955;2039
33;2;365981;2039
34;2;367562;2039
35;2;364183;2039
36;2;359283;2039
37;2;358431;2039
38;2;355501;2039
39;2;354233;2039
40;2;353614;2039
41;2;352523;2039
42;2;351608;2039
43;2;350640;2039
44;2;349760;2039
45;2;349110;2039
46;2;348903;2039
47;2;347548;2039
48;2;344224;2039
49;2;339808;2039
50;2;334357;2039
51;2;328031;2039
52;2;321127;2039
53;2;314515;2039
54;2;307559;2039
55;2;301158;2039
56;2;298394;2039
57;2;299092;2039
58;2;300462;2039
59;2;301454;2039
60;2;300299;2039
61;2;293332;2039
62;2;280639;2039
63;2;266113;2039
64;2;251838;2039
65;2;237843;2039
66;2;225091;2039
67;2;213738;2039
68;2;202659;2039
69;2;191174;2039
70;2;180235;2039
71;2;170906;2039
72;2;163087;2039
73;2;155792;2039
74;2;148487;2039
75;2;141027;2039
76;2;133063;2039
77;2;124597;2039
78;2;116007;2039
79;2;107471;2039
80;2;99005;2039
81;2;90727;2039
82;2;82669;2039
83;2;74791;2039
84;2;67198;2039
85;2;59880;2039
86;2;52855;2039
87;2;46315;2039
88;2;40118;2039
89;2;34590;2039
90;2;29506;2039
91;2;24341;2039
92;2;19502;2039
93;2;15295;2039
94;2;11737;2039
95;2;8908;2039
96;2;6725;2039
97;2;4921;2039
98;2;3512;2039
99;2;2494;2039
100;2;4878;2039
0;1;235058;2040
1;1;234450;2040
2;1;233258;2040
3;1;231524;2040
4;1;229294;2040
5;1;226650;2040
6;1;223713;2040
7;1;220606;2040
8;1;217430;2040
9;1;214281;2040
10;1;211220;2040
11;1;209547;2040
12;1;209212;2040
13;1;210483;2040
14;1;213788;2040
15;1;218070;2040
16;1;222687;2040
17;1;232201;2040
18;1;246271;2040
19;1;261024;2040
20;1;285897;2040
21;1;317219;2040
22;1;337945;2040
23;1;346993;2040
24;1;359318;2040
25;1;375269;2040
26;1;375216;2040
27;1;366231;2040
28;1;364317;2040
29;1;365841;2040
30;1;365017;2040
31;1;363824;2040
32;1;354703;2040
33;1;346167;2040
34;1;349907;2040
35;1;355662;2040
36;1;353414;2040
37;1;348884;2040
38;1;348684;2040
39;1;346565;2040
40;1;345659;2040
41;1;345296;2040
42;1;344514;2040
43;1;343981;2040
44;1;343462;2040
45;1;343094;2040
46;1;342970;2040
47;1;343495;2040
48;1;343053;2040
49;1;340621;2040
50;1;337135;2040
51;1;332651;2040
52;1;327340;2040
53;1;321517;2040
54;1;316061;2040
55;1;310370;2040
56;1;305311;2040
57;1;303882;2040
58;1;305882;2040
59;1;308682;2040
60;1;311274;2040
61;1;311760;2040
62;1;306410;2040
63;1;295226;2040
64;1;282109;2040
65;1;269183;2040
66;1;256500;2040
67;1;245088;2040
68;1;235149;2040
69;1;225496;2040
70;1;215370;2040
71;1;205765;2040
72;1;197834;2040
73;1;191485;2040
74;1;185643;2040
75;1;179703;2040
76;1;173488;2040
77;1;166576;2040
78;1;158937;2040
79;1;150985;2040
80;1;142875;2040
81;1;134587;2040
82;1;126253;2040
83;1;117859;2040
84;1;109282;2040
85;1;100502;2040
86;1;91428;2040
87;1;82268;2040
88;1;73419;2040
89;1;64738;2040
90;1;56787;2040
91;1;49408;2040
92;1;41829;2040
93;1;34545;2040
94;1;28025;2040
95;1;22334;2040
96;1;17646;2040
97;1;13847;2040
98;1;10574;2040
99;1;7892;2040
100;1;18002;2040
0;2;246587;2040
1;2;245949;2040
2;2;244690;2040
3;2;242855;2040
4;2;240505;2040
5;2;237733;2040
6;2;234652;2040
7;2;231386;2040
8;2;228057;2040
9;2;224741;2040
10;2;221503;2040
11;2;219729;2040
12;2;219348;2040
13;2;220628;2040
14;2;224024;2040
15;2;228407;2040
16;2;233070;2040
17;2;242142;2040
18;2;255954;2040
19;2;271584;2040
20;2;296495;2040
21;2;329353;2040
22;2;350877;2040
23;2;361809;2040
24;2;377004;2040
25;2;393431;2040
26;2;393802;2040
27;2;385500;2040
28;2;383997;2040
29;2;384013;2040
30;2;380936;2040
31;2;378460;2040
32;2;371947;2040
33;2;365472;2040
34;2;365514;2040
35;2;367109;2040
36;2;363746;2040
37;2;358849;2040
38;2;357981;2040
39;2;355024;2040
40;2;353722;2040
41;2;353066;2040
42;2;351937;2040
43;2;350980;2040
44;2;349965;2040
45;2;349030;2040
46;2;348317;2040
47;2;348039;2040
48;2;346611;2040
49;2;343209;2040
50;2;338713;2040
51;2;333177;2040
52;2;326759;2040
53;2;319755;2040
54;2;313032;2040
55;2;305954;2040
56;2;299420;2040
57;2;296490;2040
58;2;296984;2040
59;2;298125;2040
60;2;298869;2040
61;2;297462;2040
62;2;290277;2040
63;2;277416;2040
64;2;262743;2040
65;2;248320;2040
66;2;234183;2040
67;2;221278;2040
68;2;209758;2040
69;2;198515;2040
70;2;186885;2040
71;2;175798;2040
72;2;166293;2040
73;2;158261;2040
74;2;150740;2040
75;2;143213;2040
76;2;135542;2040
77;2;127398;2040
78;2;118794;2040
79;2;110100;2040
80;2;101479;2040
81;2;92966;2040
82;2;84693;2040
83;2;76681;2040
84;2;68895;2040
85;2;61437;2040
86;2;54301;2040
87;2;47507;2040
88;2;41229;2040
89;2;35341;2040
90;2;30130;2040
91;2;25394;2040
92;2;20680;2040
93;2;16344;2040
94;2;12632;2040
95;2;9544;2040
96;2;7123;2040
97;2;5281;2040
98;2;3790;2040
99;2;2648;2040
100;2;5131;2040
