anio,mes,zona,municipio_id,municipio_nombre,delegacion,cantidad
2018,2,6,6441,La Plata,Centralizadora de Defunciones de La Plata,524
2018,3,6,6441,La Plata,Centralizadora de Defunciones de La Plata,578
2018,4,6,6441,La Plata,Centralizadora de Defunciones de La Plata,635
2018,5,6,6441,La Plata,Centralizadora de Defunciones de La Plata,555
2018,6,6,6441,La Plata,Centralizadora de Defunciones de La Plata,663
2018,7,6,6441,La Plata,Centralizadora de Defunciones de La Plata,735
2018,8,6,6441,La Plata,Centralizadora de Defunciones de La Plata,724
2018,9,6,6441,La Plata,Centralizadora de Defunciones de La Plata,646
2018,10,6,6441,La Plata,Centralizadora de Defunciones de La Plata,644
2018,11,6,6441,La Plata,Centralizadora de Defunciones de La Plata,644
2018,12,6,6441,La Plata,Centralizadora de Defunciones de La Plata,810
2018,1,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",6
2018,2,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",3
2018,3,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",8
2018,4,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",10
2018,5,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",8
2018,7,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",9
2018,8,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",8
2018,9,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",4
2018,11,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",6
2018,12,6,6441,La Plata,"Hospital Interzonal Especializado de Agudos ""Superiora Sor María Ludovica""",13
2018,2,6,6441,La Plata,San Carlos,14
2018,12,6,6441,La Plata,San Carlos,17
2018,12,6,6441,La Plata,Villa Elisa,15
2018,3,6,6441,La Plata,Villa Elvira,23
2018,1,21,6434,Lanús,Lanús,300
2018,2,21,6434,Lanús,Lanús,223
2018,3,21,6434,Lanús,Lanús,245
2018,4,21,6434,Lanús,Lanús,266
2018,5,21,6434,Lanús,Lanús,311
2018,6,21,6434,Lanús,Lanús,370
2018,7,21,6434,Lanús,Lanús,402
2018,8,21,6434,Lanús,Lanús,396
2018,9,21,6434,Lanús,Lanús,359
2018,10,21,6434,Lanús,Lanús,294
2018,11,21,6434,Lanús,Lanús,300
2018,12,21,6434,Lanús,Lanús,256
2018,1,19,6448,Laprida,Laprida,6
2018,2,19,6448,Laprida,Laprida,8
2018,3,19,6448,Laprida,Laprida,3
2018,4,19,6448,Laprida,Laprida,9
2018,5,19,6448,Laprida,Laprida,9
2018,6,19,6448,Laprida,Laprida,7
2018,7,19,6448,Laprida,Laprida,1
2018,8,19,6448,Laprida,Laprida,11
2018,9,19,6448,Laprida,Laprida,1
2018,10,19,6448,Laprida,Laprida,6
2018,11,19,6448,Laprida,Laprida,9
2018,12,19,6448,Laprida,Laprida,12
2018,4,10,6455,Las Flores,Las Flores,14
2018,5,10,6455,Las Flores,Las Flores,23
2018,6,10,6455,Las Flores,Las Flores,18
2018,7,10,6455,Las Flores,Las Flores,33
2018,9,10,6455,Las Flores,Las Flores,30
2018,11,10,6455,Las Flores,Las Flores,20
2018,12,10,6455,Las Flores,Las Flores,14
2018,1,4,6462,Leandro N. Alem,Juan B. Alberdi,1
2018,2,4,6462,Leandro N. Alem,Juan B. Alberdi,1
2018,3,4,6462,Leandro N. Alem,Juan B. Alberdi,3
2018,4,4,6462,Leandro N. Alem,Juan B. Alberdi,3
2018,5,4,6462,Leandro N. Alem,Juan B. Alberdi,4
2018,6,4,6462,Leandro N. Alem,Juan B. Alberdi,2
2018,7,4,6462,Leandro N. Alem,Juan B. Alberdi,3
2018,8,4,6462,Leandro N. Alem,Juan B. Alberdi,1
2018,10,4,6462,Leandro N. Alem,Juan B. Alberdi,1
2018,11,4,6462,Leandro N. Alem,Juan B. Alberdi,1
2018,12,4,6462,Leandro N. Alem,Juan B. Alberdi,2
2018,1,4,6462,Leandro N. Alem,Leandro N. Alem,2
2018,3,4,6462,Leandro N. Alem,Leandro N. Alem,3
2018,4,4,6462,Leandro N. Alem,Leandro N. Alem,3
2018,5,4,6462,Leandro N. Alem,Leandro N. Alem,1
2018,6,4,6462,Leandro N. Alem,Leandro N. Alem,3
2018,7,4,6462,Leandro N. Alem,Leandro N. Alem,1
2018,8,4,6462,Leandro N. Alem,Leandro N. Alem,7
2018,10,4,6462,Leandro N. Alem,Leandro N. Alem,2
2018,1,4,6462,Leandro N. Alem,Vedia,9
2018,2,4,6462,Leandro N. Alem,Vedia,7
2018,3,4,6462,Leandro N. Alem,Vedia,7
2018,4,4,6462,Leandro N. Alem,Vedia,5
2018,5,4,6462,Leandro N. Alem,Vedia,7
2018,6,4,6462,Leandro N. Alem,Vedia,10
2018,7,4,6462,Leandro N. Alem,Vedia,9
2018,8,4,6462,Leandro N. Alem,Vedia,5
2018,9,4,6462,Leandro N. Alem,Vedia,11
2018,10,4,6462,Leandro N. Alem,Vedia,10
2018,11,4,6462,Leandro N. Alem,Vedia,11
2018,12,4,6462,Leandro N. Alem,Vedia,11
2018,4,10,6466,Lezama,Lezama (Ex Manuel José Cobo),4
2018,5,10,6466,Lezama,Lezama (Ex Manuel José Cobo),3
2018,6,10,6466,Lezama,Lezama (Ex Manuel José Cobo),6
2018,7,10,6466,Lezama,Lezama (Ex Manuel José Cobo),58
2018,8,10,6466,Lezama,Lezama (Ex Manuel José Cobo),7
2018,9,10,6466,Lezama,Lezama (Ex Manuel José Cobo),3
2018,10,10,6466,Lezama,Lezama (Ex Manuel José Cobo),3
2018,11,10,6466,Lezama,Lezama (Ex Manuel José Cobo),2
2018,12,10,6466,Lezama,Lezama (Ex Manuel José Cobo),2
2018,1,4,6469,Lincoln,Lincoln,27
2018,2,4,6469,Lincoln,Lincoln,16
2018,3,4,6469,Lincoln,Lincoln,30
2018,4,4,6469,Lincoln,Lincoln,24
2018,5,4,6469,Lincoln,Lincoln,24
2018,6,4,6469,Lincoln,Lincoln,49
2018,7,4,6469,Lincoln,Lincoln,40
2018,8,4,6469,Lincoln,Lincoln,31
2018,9,4,6469,Lincoln,Lincoln,34
2018,10,4,6469,Lincoln,Lincoln,31
2018,11,4,6469,Lincoln,Lincoln,29
2018,12,4,6469,Lincoln,Lincoln,34
2018,4,4,6469,Lincoln,Martínez de Hoz,1
2018,5,4,6469,Lincoln,Martínez de Hoz,1
2018,6,4,6469,Lincoln,Martínez de Hoz,1
2018,9,4,6469,Lincoln,Martínez de Hoz,1
2018,1,4,6469,Lincoln,Pasteur,1
2018,4,4,6469,Lincoln,Pasteur,1
2018,5,4,6469,Lincoln,Pasteur,1
2018,7,4,6469,Lincoln,Pasteur,1
2018,8,4,6469,Lincoln,Pasteur,1
2018,9,4,6469,Lincoln,Pasteur,1
2018,10,4,6469,Lincoln,Pasteur,4
2018,1,4,6469,Lincoln,Roberts,3
2018,2,4,6469,Lincoln,Roberts,2
2018,3,4,6469,Lincoln,Roberts,1
2018,4,4,6469,Lincoln,Roberts,3
2018,6,4,6469,Lincoln,Roberts,2
2018,7,4,6469,Lincoln,Roberts,1
2018,8,4,6469,Lincoln,Roberts,3
2018,9,4,6469,Lincoln,Roberts,3
2018,10,4,6469,Lincoln,Roberts,1
2018,11,4,6469,Lincoln,Roberts,4
2018,12,4,6469,Lincoln,Roberts,2
2018,1,12,6476,Lobería,Lobería,8
2018,2,12,6476,Lobería,Lobería,10
2018,3,12,6476,Lobería,Lobería,10
2018,4,12,6476,Lobería,Lobería,10
2018,5,12,6476,Lobería,Lobería,15
2018,6,12,6476,Lobería,Lobería,7
2018,7,12,6476,Lobería,Lobería,13
2018,8,12,6476,Lobería,Lobería,15
2018,9,12,6476,Lobería,Lobería,8
2018,10,12,6476,Lobería,Lobería,12
2018,11,12,6476,Lobería,Lobería,10
2018,12,12,6476,Lobería,Lobería,12
2018,5,12,6476,Lobería,San Manuel,3
2018,7,12,6476,Lobería,San Manuel,1
2018,8,12,6476,Lobería,San Manuel,1
2018,9,12,6476,Lobería,San Manuel,1
2018,11,12,6476,Lobería,San Manuel,1
2018,1,5,6483,Lobos,Lobos,30
2018,2,5,6483,Lobos,Lobos,25
2018,3,5,6483,Lobos,Lobos,24
2018,4,5,6483,Lobos,Lobos,28
2018,5,5,6483,Lobos,Lobos,27
2018,6,5,6483,Lobos,Lobos,38
2018,7,5,6483,Lobos,Lobos,36
2018,8,5,6483,Lobos,Lobos,32
2018,9,5,6483,Lobos,Lobos,28
2018,10,5,6483,Lobos,Lobos,34
2018,11,5,6483,Lobos,Lobos,28
2018,12,5,6483,Lobos,Lobos,23
2018,1,21,6490,Lomas de Zamora,Lomas de Zamora,334
2018,2,21,6490,Lomas de Zamora,Lomas de Zamora,283
2018,3,21,6490,Lomas de Zamora,Lomas de Zamora,293
2018,4,21,6490,Lomas de Zamora,Lomas de Zamora,338
2018,5,21,6490,Lomas de Zamora,Lomas de Zamora,237
2018,6,21,6490,Lomas de Zamora,Lomas de Zamora,375
2018,7,21,6490,Lomas de Zamora,Lomas de Zamora,484
2018,8,21,6490,Lomas de Zamora,Lomas de Zamora,456
2018,9,21,6490,Lomas de Zamora,Lomas de Zamora,369
2018,10,21,6490,Lomas de Zamora,Lomas de Zamora,405
2018,11,21,6490,Lomas de Zamora,Lomas de Zamora,329
2018,12,21,6490,Lomas de Zamora,Lomas de Zamora,270
2018,1,3,6497,Luján,José María Jauregui,23
2018,2,3,6497,Luján,José María Jauregui,12
2018,3,3,6497,Luján,José María Jauregui,13
2018,4,3,6497,Luján,José María Jauregui,15
2018,5,3,6497,Luján,José María Jauregui,23
2018,6,3,6497,Luján,José María Jauregui,16
2018,8,3,6497,Luján,José María Jauregui,41
2018,9,3,6497,Luján,José María Jauregui,15
2018,10,3,6497,Luján,José María Jauregui,15
2018,11,3,6497,Luján,José María Jauregui,17
2018,12,3,6497,Luján,José María Jauregui,18
2018,1,3,6497,Luján,Luján,66
2018,2,3,6497,Luján,Luján,71
2018,3,3,6497,Luján,Luján,60
2018,4,3,6497,Luján,Luján,63
2018,5,3,6497,Luján,Luján,60
2018,6,3,6497,Luján,Luján,60
2018,7,3,6497,Luján,Luján,75
2018,8,3,6497,Luján,Luján,68
2018,9,3,6497,Luján,Luján,56
2018,10,3,6497,Luján,Luján,56
2018,11,3,6497,Luján,Luján,58
2018,12,3,6497,Luján,Luján,76
2018,1,6,6505,Magdalena,Magdalena,12
2018,2,6,6505,Magdalena,Magdalena,9
2018,3,6,6505,Magdalena,Magdalena,9
2018,4,6,6505,Magdalena,Magdalena,6
2018,5,6,6505,Magdalena,Magdalena,9
2018,6,6,6505,Magdalena,Magdalena,9
2018,7,6,6505,Magdalena,Magdalena,9
2018,8,6,6505,Magdalena,Magdalena,11
2018,9,6,6505,Magdalena,Magdalena,3
2018,10,6,6505,Magdalena,Magdalena,9
2018,11,6,6505,Magdalena,Magdalena,3
2018,12,6,6505,Magdalena,Magdalena,7
2018,1,10,6511,Maipú,Maipú,12
2018,2,10,6511,Maipú,Maipú,12
2018,4,10,6511,Maipú,Maipú,10
2018,5,10,6511,Maipú,Maipú,11
2018,6,10,6511,Maipú,Maipú,15
2018,7,10,6511,Maipú,Maipú,17
2018,8,10,6511,Maipú,Maipú,11
2018,9,10,6511,Maipú,Maipú,14
2018,10,10,6511,Maipú,Maipú,12
2018,11,10,6511,Maipú,Maipú,8
2018,12,10,6511,Maipú,Maipú,10
2018,1,20,6515,Malvinas Argentinas,Grand Bourg,247
2018,2,20,6515,Malvinas Argentinas,Grand Bourg,212
2018,3,20,6515,Malvinas Argentinas,Grand Bourg,264
2018,4,20,6515,Malvinas Argentinas,Grand Bourg,228
2018,5,20,6515,Malvinas Argentinas,Grand Bourg,220
2018,6,20,6515,Malvinas Argentinas,Grand Bourg,250
2018,7,20,6515,Malvinas Argentinas,Grand Bourg,303
2018,8,20,6515,Malvinas Argentinas,Grand Bourg,284
2018,9,20,6515,Malvinas Argentinas,Grand Bourg,220
2018,10,20,6515,Malvinas Argentinas,Grand Bourg,213
2018,11,20,6515,Malvinas Argentinas,Grand Bourg,212
2018,12,20,6515,Malvinas Argentinas,Grand Bourg,210
2018,1,11,6518,Mar Chiquita,Coronel Vidal,3
2018,2,11,6518,Mar Chiquita,Coronel Vidal,4
2018,3,11,6518,Mar Chiquita,Coronel Vidal,11
2018,4,11,6518,Mar Chiquita,Coronel Vidal,9
2018,5,11,6518,Mar Chiquita,Coronel Vidal,8
2018,6,11,6518,Mar Chiquita,Coronel Vidal,5
2018,7,11,6518,Mar Chiquita,Coronel Vidal,12
2018,8,11,6518,Mar Chiquita,Coronel Vidal,5
2018,9,11,6518,Mar Chiquita,Coronel Vidal,14
2018,10,11,6518,Mar Chiquita,Coronel Vidal,5
2018,11,11,6518,Mar Chiquita,Coronel Vidal,10
2018,12,11,6518,Mar Chiquita,Coronel Vidal,12
2018,1,11,6518,Mar Chiquita,Santa Clara del Mar,5
2018,2,11,6518,Mar Chiquita,Santa Clara del Mar,2
2018,3,11,6518,Mar Chiquita,Santa Clara del Mar,1
2018,4,11,6518,Mar Chiquita,Santa Clara del Mar,3
2018,5,11,6518,Mar Chiquita,Santa Clara del Mar,1
2018,6,11,6518,Mar Chiquita,Santa Clara del Mar,2
2018,7,11,6518,Mar Chiquita,Santa Clara del Mar,6
2018,8,11,6518,Mar Chiquita,Santa Clara del Mar,2
2018,9,11,6518,Mar Chiquita,Santa Clara del Mar,4
2018,10,11,6518,Mar Chiquita,Santa Clara del Mar,4
2018,11,11,6518,Mar Chiquita,Santa Clara del Mar,2
2018,12,11,6518,Mar Chiquita,Santa Clara del Mar,2
2018,1,15,6525,Marcos Paz,Marcos Paz,30
2018,2,15,6525,Marcos Paz,Marcos Paz,14
2018,3,15,6525,Marcos Paz,Marcos Paz,24
2018,4,15,6525,Marcos Paz,Marcos Paz,24
2018,5,15,6525,Marcos Paz,Marcos Paz,34
2018,6,15,6525,Marcos Paz,Marcos Paz,30
2018,7,15,6525,Marcos Paz,Marcos Paz,38
2018,8,15,6525,Marcos Paz,Marcos Paz,20
2018,9,15,6525,Marcos Paz,Marcos Paz,36
2018,11,15,6525,Marcos Paz,Marcos Paz,22
2018,12,15,6525,Marcos Paz,Marcos Paz,14
2018,1,5,6532,Mercedes,Mercedes,53
2018,2,5,6532,Mercedes,Mercedes,52
2018,3,5,6532,Mercedes,Mercedes,33
2018,4,5,6532,Mercedes,Mercedes,41
2018,5,5,6532,Mercedes,Mercedes,41
2018,6,5,6532,Mercedes,Mercedes,59
2018,7,5,6532,Mercedes,Mercedes,42
2018,8,5,6532,Mercedes,Mercedes,58
2018,9,5,6532,Mercedes,Mercedes,40
2018,10,5,6532,Mercedes,Mercedes,52
2018,11,5,6532,Mercedes,Mercedes,42
2018,12,5,6532,Mercedes,Mercedes,43
2018,2,15,6539,Merlo,Mariano Acosta,1
2018,1,15,6539,Merlo,Merlo,314
2018,2,15,6539,Merlo,Merlo,271
2018,3,15,6539,Merlo,Merlo,287
2018,4,15,6539,Merlo,Merlo,244
2018,5,15,6539,Merlo,Merlo,300
2018,6,15,6539,Merlo,Merlo,384
2018,7,15,6539,Merlo,Merlo,411
2018,8,15,6539,Merlo,Merlo,337
2018,9,15,6539,Merlo,Merlo,336
2018,10,15,6539,Merlo,Merlo,327
2018,11,15,6539,Merlo,Merlo,308
2018,12,15,6539,Merlo,Merlo,288
2018,1,16,6553,Monte Hermoso,Monte Hermoso,11
2018,2,16,6553,Monte Hermoso,Monte Hermoso,6
2018,3,16,6553,Monte Hermoso,Monte Hermoso,2
2018,4,16,6553,Monte Hermoso,Monte Hermoso,2
2018,5,16,6553,Monte Hermoso,Monte Hermoso,5
2018,6,16,6553,Monte Hermoso,Monte Hermoso,4
2018,7,16,6553,Monte Hermoso,Monte Hermoso,5
2018,8,16,6553,Monte Hermoso,Monte Hermoso,5
2018,9,16,6553,Monte Hermoso,Monte Hermoso,3
2018,10,16,6553,Monte Hermoso,Monte Hermoso,6
2018,11,16,6553,Monte Hermoso,Monte Hermoso,3
2018,12,16,6553,Monte Hermoso,Monte Hermoso,5
2018,1,20,6560,Moreno,Moreno,160
2018,2,20,6560,Moreno,Moreno,115
2018,3,20,6560,Moreno,Moreno,154
2018,4,20,6560,Moreno,Moreno,185
2018,5,20,6560,Moreno,Moreno,171
2018,6,20,6560,Moreno,Moreno,213
2018,7,20,6560,Moreno,Moreno,207
2018,8,20,6560,Moreno,Moreno,25
2018,9,20,6560,Moreno,Moreno,295
2018,10,20,6560,Moreno,Moreno,221
2018,11,20,6560,Moreno,Moreno,203
2018,12,20,6560,Moreno,Moreno,183
2018,1,14,6568,Morón,Morón,371
2018,2,14,6568,Morón,Morón,307
2018,3,14,6568,Morón,Morón,353
2018,4,14,6568,Morón,Morón,344
2018,5,14,6568,Morón,Morón,378
2018,6,14,6568,Morón,Morón,373
2018,7,14,6568,Morón,Morón,439
2018,8,14,6568,Morón,Morón,424
2018,9,14,6568,Morón,Morón,357
2018,10,14,6568,Morón,Morón,304
2018,11,14,6568,Morón,Morón,450
2018,12,14,6568,Morón,Morón,363
2018,1,5,6574,Navarro,Navarro,12
2018,2,5,6574,Navarro,Navarro,7
2018,5,5,6574,Navarro,Navarro,9
2018,6,5,6574,Navarro,Navarro,12
2018,7,5,6574,Navarro,Navarro,13
2018,8,5,6574,Navarro,Navarro,22
2018,9,5,6574,Navarro,Navarro,10
2018,10,5,6574,Navarro,Navarro,14
2018,11,5,6574,Navarro,Navarro,9
2018,12,5,6574,Navarro,Navarro,9
2018,1,12,6581,Necochea,Juan N. Fernández,3
2018,2,12,6581,Necochea,Juan N. Fernández,1
2018,3,12,6581,Necochea,Juan N. Fernández,3
2018,4,12,6581,Necochea,Juan N. Fernández,5
2018,5,12,6581,Necochea,Juan N. Fernández,6
2018,6,12,6581,Necochea,Juan N. Fernández,11
2018,7,12,6581,Necochea,Juan N. Fernández,3
2018,8,12,6581,Necochea,Juan N. Fernández,5
2018,9,12,6581,Necochea,Juan N. Fernández,1
2018,10,12,6581,Necochea,Juan N. Fernández,4
2018,12,12,6581,Necochea,Juan N. Fernández,1
2018,1,12,6581,Necochea,Necochea,81
2018,2,12,6581,Necochea,Necochea,43
2018,3,12,6581,Necochea,Necochea,78
2018,4,12,6581,Necochea,Necochea,67
2018,5,12,6581,Necochea,Necochea,73
2018,6,12,6581,Necochea,Necochea,83
2018,7,12,6581,Necochea,Necochea,78
2018,8,12,6581,Necochea,Necochea,92
2018,9,12,6581,Necochea,Necochea,46
2018,10,12,6581,Necochea,Necochea,80
2018,11,12,6581,Necochea,Necochea,60
2018,12,12,6581,Necochea,Necochea,66
2018,1,12,6581,Necochea,Quequén,3
2018,2,12,6581,Necochea,Quequén,3
2018,3,12,6581,Necochea,Quequén,7
2018,4,12,6581,Necochea,Quequén,7
2018,5,12,6581,Necochea,Quequén,1
2018,6,12,6581,Necochea,Quequén,2
2018,7,12,6581,Necochea,Quequén,4
2018,9,12,6581,Necochea,Quequén,2
2018,10,12,6581,Necochea,Quequén,2
2018,11,12,6581,Necochea,Quequén,8
2018,12,12,6581,Necochea,Quequén,5
2018,1,4,6588,9 de Julio,Dudignac,1
2018,2,4,6588,9 de Julio,Dudignac,2
2018,3,4,6588,9 de Julio,Dudignac,3
2018,9,4,6588,9 de Julio,Dudignac,1
2018,12,4,6588,9 de Julio,Dudignac,2
2018,1,4,6588,9 de Julio,9 de Julio,40
2018,2,4,6588,9 de Julio,9 de Julio,38
2018,3,4,6588,9 de Julio,9 de Julio,38
2018,4,4,6588,9 de Julio,9 de Julio,43
2018,5,4,6588,9 de Julio,9 de Julio,40
2018,6,4,6588,9 de Julio,9 de Julio,48
2018,7,4,6588,9 de Julio,9 de Julio,37
2018,8,4,6588,9 de Julio,9 de Julio,40
2018,9,4,6588,9 de Julio,9 de Julio,45
2018,10,4,6588,9 de Julio,9 de Julio,29
2018,11,4,6588,9 de Julio,9 de Julio,30
2018,12,4,6588,9 de Julio,9 de Julio,12
2018,7,4,6588,9 de Julio,Quiroga,3
2018,8,4,6588,9 de Julio,Quiroga,5
2018,10,4,6588,9 de Julio,Quiroga,3
2018,1,9,6595,Olavarría,Hinojo,1
2018,2,9,6595,Olavarría,Hinojo,3
2018,4,9,6595,Olavarría,Hinojo,1
2018,7,9,6595,Olavarría,Hinojo,2
2018,10,9,6595,Olavarría,Hinojo,1
2018,12,9,6595,Olavarría,Hinojo,3
2018,1,9,6595,Olavarría,Olavarría,102
2018,2,9,6595,Olavarría,Olavarría,86
2018,3,9,6595,Olavarría,Olavarría,88
2018,4,9,6595,Olavarría,Olavarría,91
2018,5,9,6595,Olavarría,Olavarría,87
2018,6,9,6595,Olavarría,Olavarría,100
2018,7,9,6595,Olavarría,Olavarría,80
2018,8,9,6595,Olavarría,Olavarría,98
2018,9,9,6595,Olavarría,Olavarría,80
2018,10,9,6595,Olavarría,Olavarría,95
2018,11,9,6595,Olavarría,Olavarría,92
2018,12,9,6595,Olavarría,Olavarría,86
2018,1,9,6595,Olavarría,Sierras Bayas,2
2018,2,9,6595,Olavarría,Sierras Bayas,1
2018,4,9,6595,Olavarría,Sierras Bayas,2
2018,5,9,6595,Olavarría,Sierras Bayas,2
2018,6,9,6595,Olavarría,Sierras Bayas,2
2018,10,9,6595,Olavarría,Sierras Bayas,2
2018,12,9,6595,Olavarría,Sierras Bayas,1
2018,6,8,6609,Pehuajó,Francisco Madero,1
2018,11,8,6609,Pehuajó,Francisco Madero,1
2018,12,8,6609,Pehuajó,Francisco Madero,1
2018,1,8,6609,Pehuajó,Juan José Paso,1
2018,2,8,6609,Pehuajó,Juan José Paso,2
2018,3,8,6609,Pehuajó,Juan José Paso,2
2018,4,8,6609,Pehuajó,Juan José Paso,1
2018,6,8,6609,Pehuajó,Juan José Paso,5
2018,9,8,6609,Pehuajó,Juan José Paso,1
2018,10,8,6609,Pehuajó,Juan José Paso,1
2018,12,8,6609,Pehuajó,Juan José Paso,1
2018,1,8,6609,Pehuajó,Mones Cazón,2
2018,3,8,6609,Pehuajó,Mones Cazón,2
2018,4,8,6609,Pehuajó,Mones Cazón,1
2018,6,8,6609,Pehuajó,Mones Cazón,2
2018,8,8,6609,Pehuajó,Mones Cazón,1
2018,9,8,6609,Pehuajó,Mones Cazón,2
2018,10,8,6609,Pehuajó,Mones Cazón,2
2018,11,8,6609,Pehuajó,Mones Cazón,3
2018,1,8,6609,Pehuajó,Pehuajó,38
2018,2,8,6609,Pehuajó,Pehuajó,30
2018,3,8,6609,Pehuajó,Pehuajó,32
2018,4,8,6609,Pehuajó,Pehuajó,30
2018,5,8,6609,Pehuajó,Pehuajó,35
2018,6,8,6609,Pehuajó,Pehuajó,35
2018,7,8,6609,Pehuajó,Pehuajó,35
2018,8,8,6609,Pehuajó,Pehuajó,49
2018,9,8,6609,Pehuajó,Pehuajó,41
2018,10,8,6609,Pehuajó,Pehuajó,27
2018,11,8,6609,Pehuajó,Pehuajó,30
2018,12,8,6609,Pehuajó,Pehuajó,45
2018,1,8,6616,Pellegrini,Pellegrini,2
2018,2,8,6616,Pellegrini,Pellegrini,4
2018,3,8,6616,Pellegrini,Pellegrini,3
2018,4,8,6616,Pellegrini,Pellegrini,5
2018,5,8,6616,Pellegrini,Pellegrini,6
2018,6,8,6616,Pellegrini,Pellegrini,9
2018,8,8,6616,Pellegrini,Pellegrini,4
2018,9,8,6616,Pellegrini,Pellegrini,9
2018,10,8,6616,Pellegrini,Pellegrini,3
2018,11,8,6616,Pellegrini,Pellegrini,4
2018,12,8,6616,Pellegrini,Pellegrini,4
2018,1,2,6623,Pergamino,Pergamino,93
2018,2,2,6623,Pergamino,Pergamino,81
2018,3,2,6623,Pergamino,Pergamino,81
2018,4,2,6623,Pergamino,Pergamino,96
2018,5,2,6623,Pergamino,Pergamino,74
2018,6,2,6623,Pergamino,Pergamino,102
2018,7,2,6623,Pergamino,Pergamino,108
2018,8,2,6623,Pergamino,Pergamino,117
2018,9,2,6623,Pergamino,Pergamino,100
2018,10,2,6623,Pergamino,Pergamino,103
2018,11,2,6623,Pergamino,Pergamino,79
2018,12,2,6623,Pergamino,Pergamino,86
2018,1,10,6630,Pila,Pila,1
2018,2,10,6630,Pila,Pila,2
2018,3,10,6630,Pila,Pila,3
2018,5,10,6630,Pila,Pila,2
2018,6,10,6630,Pila,Pila,1
2018,7,10,6630,Pila,Pila,3
2018,9,10,6630,Pila,Pila,2
2018,10,10,6630,Pila,Pila,2
2018,11,10,6630,Pila,Pila,3
2018,12,10,6630,Pila,Pila,1
2018,1,3,6638,Pilar,Del Pilar,102
2018,2,3,6638,Pilar,Del Pilar,79
2018,3,3,6638,Pilar,Del Pilar,62
2018,4,3,6638,Pilar,Del Pilar,130
2018,5,3,6638,Pilar,Del Pilar,138
2018,6,3,6638,Pilar,Del Pilar,109
2018,7,3,6638,Pilar,Del Pilar,128
2018,8,3,6638,Pilar,Del Pilar,127
2018,9,3,6638,Pilar,Del Pilar,130
2018,10,3,6638,Pilar,Del Pilar,114
2018,11,3,6638,Pilar,Del Pilar,117
2018,12,3,6638,Pilar,Del Pilar,118
2018,11,3,6638,Pilar,Hospital Universitario Austral,2
2018,1,3,6638,Pilar,Presidente Derqui,35
2018,2,3,6638,Pilar,Presidente Derqui,19
2018,3,3,6638,Pilar,Presidente Derqui,31
2018,4,3,6638,Pilar,Presidente Derqui,26
2018,5,3,6638,Pilar,Presidente Derqui,20
2018,6,3,6638,Pilar,Presidente Derqui,12
2018,7,3,6638,Pilar,Presidente Derqui,36
2018,8,3,6638,Pilar,Presidente Derqui,39
2018,9,3,6638,Pilar,Presidente Derqui,39
2018,10,3,6638,Pilar,Presidente Derqui,26
2018,11,3,6638,Pilar,Presidente Derqui,24
2018,12,3,6638,Pilar,Presidente Derqui,23
2018,1,11,6644,Pinamar,Pinamar,13
2018,2,11,6644,Pinamar,Pinamar,11
2018,3,11,6644,Pinamar,Pinamar,11
2018,4,11,6644,Pinamar,Pinamar,13
2018,5,11,6644,Pinamar,Pinamar,15
2018,6,11,6644,Pinamar,Pinamar,19
2018,7,11,6644,Pinamar,Pinamar,15
2018,8,11,6644,Pinamar,Pinamar,20
2018,9,11,6644,Pinamar,Pinamar,15
2018,10,11,6644,Pinamar,Pinamar,14
2018,11,11,6644,Pinamar,Pinamar,16
2018,12,11,6644,Pinamar,Pinamar,14
2018,1,18,6648,Presidente Perón,Guernica,48
2018,2,18,6648,Presidente Perón,Guernica,29
2018,3,18,6648,Presidente Perón,Guernica,44
2018,4,18,6648,Presidente Perón,Guernica,39
2018,5,18,6648,Presidente Perón,Guernica,46
2018,6,18,6648,Presidente Perón,Guernica,38
2018,8,18,6648,Presidente Perón,Guernica,53
2018,9,18,6648,Presidente Perón,Guernica,34
2018,10,18,6648,Presidente Perón,Guernica,46
2018,11,18,6648,Presidente Perón,Guernica,40
2018,12,18,6648,Presidente Perón,Guernica,33
2018,4,19,6651,Puán,Bordenave,1
2018,1,19,6651,Puán,Darregueira,9
2018,2,19,6651,Puán,Darregueira,7
2018,3,19,6651,Puán,Darregueira,5
2018,4,19,6651,Puán,Darregueira,2
2018,5,19,6651,Puán,Darregueira,5
2018,6,19,6651,Puán,Darregueira,10
2018,7,19,6651,Puán,Darregueira,9
2018,9,19,6651,Puán,Darregueira,7
2018,10,19,6651,Puán,Darregueira,6
2018,11,19,6651,Puán,Darregueira,5
2018,12,19,6651,Puán,Darregueira,1
2018,3,19,6651,Puán,Felipe Sola,1
