Jurisdiccion_cod;Jurisdiccion_nombre;Año;Sexo;Edad;n;m;a;q;l;d;L;T;P;e
0;Argentina;2019;A;0;1;0,008257884;0,070165717;0,008194959;100000;819,4958871;99238,00463;7722245,174;0,991185464;77,22245174
0;Argentina;2019;A;1;4;0,000381395;1,570323959;0,001524169;99180,50411;151,167824;396354,7276;7623007,169;0,998719095;76,8599357
0;Argentina;2019;A;5;5;0,000145418;2,377495615;0,000726812;99029,33629;71,97572469;494957,9248;7226652,441;0,99916475;72,97486495
0;Argentina;2019;A;10;5;0,000220145;2,774513316;0,001100185;98957,36056;108,8713773;494544,511;6731694,517;0,998068507;68,02621329
0;Argentina;2019;A;15;5;0,000591597;2,763251171;0,002954076;98848,48919;292,0059584;493589,3019;6237150,006;0,996284765;63,09808128
0;Argentina;2019;A;20;5;0,000870826;2,601975517;0,004345058;98556,48323;428,233593;491755,5015;5743560,704;0,995382355;58,27684304
0;Argentina;2019;A;25;5;0,000967718;2,55849682;0,004827184;98128,24964;473,6831098;489484,7494;5251805,202;0,994943739;53,51980925
0;Argentina;2019;A;30;5;0,00107292;2,582790751;0,005350721;97654,56653;522,5223161;487009,7869;4762320,453;0,994012445;48,76700212
0;Argentina;2019;A;35;5;0,001361902;2,624055232;0,006787544;97132,04421;659,2880704;484093,789;4275310,666;0,991937808;44,01545031
0;Argentina;2019;A;40;5;0,001930382;2,655920101;0,00960843;96472,75614;926,9517245;480190,9318;3791216,877;0,988103586;39,29831621
0;Argentina;2019;A;45;5;0,002946135;2,674588574;0,014630444;95545,80441;1397,877538;474478,3817;3311025,945;0,981524383;34,65380783
0;Argentina;2019;A;50;5;0,004655638;2,681226716;0,023029576;94147,92688;2168,186863;465712,1006;2836547,563;0,970729637;30,12862479
0;Argentina;2019;A;55;5;0,007454725;2,680164608;0,036639985;91979,74001;3370,13631;452080,5386;2370835,463;0,953478524;25,77562692
0;Argentina;2019;A;60;5;0,011959953;2,672517311;0,058180227;88609,6037;5155,326826;431049,0846;1918754,924;0,926585972;21,65402895
0;Argentina;2019;A;65;5;0,019096245;2,65739157;0,091392767;83454,27688;7627,117297;399404,0351;1487705,84;0,885785274;17,82659793
0;Argentina;2019;A;70;5;0,030267965;2,632735783;0,141221018;75827,15958;10708,3887;353786,2125;1088301,804;0,825498902;14,35240105
0;Argentina;2019;A;75;5;0,047720365;2,593143924;0,214020298;65118,77088;13936,73876;292050,13;734515,592;0,739430191;11,27962924
0;Argentina;2019;A;80;5;0,074887944;2,529110604;0,315972268;51182,03212;16172,10275;215950,6834;442465,4619;0,62345553;8,644937366
0;Argentina;2019;A;85;5;0,116680848;2,427400475;0,448712746;35009,92937;15709,40156;134635,6479;226514,7785;0,48359021;6,470015295
0;Argentina;2019;A;90;5;0,177380949;2,281656723;0,598377634;19300,52781;11549,00417;65108,48123;91879,13064;0,330788229;4,76044653
0;Argentina;2019;A;95;5;0,261990827;1,948087803;0,727924977;7751,523644;5642,52767;21537,1192;26770,64942;0,195495079;3,453598369
0;Argentina;2019;A;100;w;0,402977701;2,481526887;1;2108,995974;2108,995974;5233,530214;5233,530214;;2,481526887
0;Argentina;2019;M;0;1;0,007375589;0,071976346;0,007325449;100000;732,5448669;99320,18104;8023294,408;0,992123844;80,23294408
0;Argentina;2019;M;1;4;0,000332379;1,512076089;0,001328419;99267,45513;131,8688165;396741,741;7923974,227;0,998894792;79,82449249
0;Argentina;2019;M;5;5;0,00012585;2,365928496;0,00062904;99135,58632;62,36024702;495513,6702;7527232,486;0,999288905;75,92866261
0;Argentina;2019;M;10;5;0,000180568;2,709241086;0,000902466;99073,22607;89,41023664;495161,3131;7031718,816;0,998717862;70,97496563
0;Argentina;2019;M;15;5;0,00034421;2,693401941;0,001719683;98983,81583;170,2208294;494526,4481;6536557,503;0,997977228;66,03662879
0;Argentina;2019;M;20;5;0,000458462;2,605262413;0,002289798;98813,595;226,2631755;493526,1341;6042031,054;0,997436883;61,14574674
0;Argentina;2019;M;25;5;0,00057312;2,605703647;0,002861674;98587,33183;282,1248115;492261,1687;5548504,92;0,996697932;56,28010027
0;Argentina;2019;M;30;5;0,000765851;2,630505637;0,003822316;98305,20702;375,7535895;490635,6891;5056243,752;0,995451538;51,43413971
0;Argentina;2019;M;35;5;0,001080502;2,644182286;0,005388793;97929,45343;527,7215418;488404,0514;4565608,063;0,993534498;46,62139839
0;Argentina;2019;M;40;5;0,001546682;2,651785253;0,007705422;97401,73189;750,5214582;485246,2739;4077204,011;0,990631393;41,85966648
0;Argentina;2019;M;45;5;0,002273821;2,661666442;0,011308977;96651,21043;1093,026275;480700,1921;3591957,737;0,986050433;37,16412574
0;Argentina;2019;M;50;5;0,003437859;2,670312165;0,017052716;95558,18415;1629,526609;473994,6324;3111257,545;0,978698742;32,55877634
0;Argentina;2019;M;55;5;0,005329933;2,676346846;0,026323651;93928,65754;2472,545154;463897,9504;2637262,913;0,966758949;28,07729804
0;Argentina;2019;M;60;5;0,008453774;2,678104344;0,041455158;91456,11239;3791,327588;448477,4949;2173364,962;0,947309422;23,76402086
0;Argentina;2019;M;65;5;0,013636872;2,673811519;0,066087925;87664,7848;5793,583718;424846,9563;1724887,467;0,915746255;19,67594481
0;Argentina;2019;M;70;5;0,0223154;2,661328728;0,106042799;81871,20108;8681,851333;389052,0091;1300040,511;0,864965579;15,87909416
0;Argentina;2019;M;75;5;0,036977485;2,634904684;0,170018419;73189,34975;12443,53756;336516,5964;910988,5021;0,785422624;12,4470091
0;Argentina;2019;M;80;5;0,061719158;2,583419884;0,268542817;60745,81219;16312,85155;264307,7483;574471,9057;0,668749704;9,456979585
0;Argentina;2019;M;85;5;0,102300672;2,488745844;0,406955323;44432,96064;18082,22983;176755,7284;310164,1575;0,520588885;6,980497202
0;Argentina;2019;M;90;5;0,162646828;2,344926365;0,567964672;26350,73081;14966,28418;92017,06751;133408,4291;0,355104543;5,06279807
0;Argentina;2019;M;95;5;0,247158809;1,997732944;0,709396081;11384,44663;8076,081827;32675,67875;41391,36155;0,210567676;3,635781597
0;Argentina;2019;M;100;w;0,379587564;2,634438255;1;3308,364805;3308,364805;8715,682806;8715,682806;;2,634438255
0;Argentina;2019;V;0;1;0,00909955;0,068441308;0,009023064;100000;902,3063824;99159,44865;7436500,5;0,990295365;74,365005
0;Argentina;2019;V;1;4;0,000428164;1,625798122;0,001710916;99097,69362;169,5478313;395988,2337;7337341,052;0,998548247;74,04149162
0;Argentina;2019;V;5;5;0,000164095;2,388511918;0,000820124;98928,14579;81,13332247;494428,8502;6941352,818;0,999050606;70,16560113
0;Argentina;2019;V;10;5;0,000257928;2,836677344;0,001288919;98847,01246;127,4057969;493959,4425;6446923,968;0,997475818;65,22123236
0;Argentina;2019;V;15;5;0,000828052;2,829774246;0,004132834;98719,60667;407,9917956;492712,599;5952964,525;0,994632472;60,30174477
0;Argentina;2019;V;20;5;0,001266327;2,59884514;0,006312442;98311,61487;620,5863716;490067,9504;5460251,926;0,993380052;55,54025263
0;Argentina;2019;V;25;5;0,001347756;2,513537938;0,006716273;97691,0285;656,1195845;486823,726;4970183,976;0,993262036;50,87656515
0;Argentina;2019;V;30;5;0,001369684;2,537348002;0,0068254;97034,90892;662,3020558;483543,5251;4483360,25;0,992638363;46,20358075
0;Argentina;2019;V;35;5;0,001634616;2,604886608;0,008141209;96372,60686;784,5895262;479983,8534;3999816,725;0,990403476;41,50366847
0;Argentina;2019;V;40;5;0,002303391;2,659858051;0,011455207;95588,01733;1094,98055;475377,6767;3519832,871;0,985658763;36,82295092
0;Argentina;2019;V;45;5;0,003602978;2,686895366;0,017865994;94493,03678;1688,212075;468560,1727;3044455,194;0,977110163;32,21883112
0;Argentina;2019;V;50;5;0,005856252;2,691621526;0,028890703;92804,82471;2681,196628;457834,907;2575895,022;0,96286287;27,75604641
0;Argentina;2019;V;55;5;0,009584111;2,683800573;0,046879882;90123,62808;4224,985029;440832,2325;2118060,115;0,94012279;23,50171825
0;Argentina;2019;V;60;5;0,015573857;2,667196327;0,075139414;85898,64305;6454,37372;414436,4285;1677227,882;0,905124828;19,52566214
0;Argentina;2019;V;65;5;0,024987796;2,641753523;0,117986355;79444,26933;9373,339753;375116,7012;1262791,454;0,853313104;15,89531208
0;Argentina;2019;V;70;5;0,039483725;2,605504406;0,180366157;70070,92958;12638,42429;320091,9966;887674,7525;0,779729482;12,66823143
0;Argentina;2019;V;75;5;0,061537452;2,553371772;0,267424084;57432,50529;15358,83514;249585,1669;567582,7558;0,680771824;9,882604858
0;Argentina;2019;V;80;5;0,094391174;2,477387481;0,381189856;42073,67015;16038,05627;169910,5492;317997,589;0,557893229;7,558113848
0;Argentina;2019;V;85;5;0,141885105;2,368976313;0,516583368;26035,61388;13449,56511;94791,94501;148087,0398;0,420745449;5,68786434
0;Argentina;2019;V;90;5;0,207968148;2,221399921;0,659019517;12586,04877;8294,451779;39883,27947;53295,09474;0,279656299;4,234457988
0;Argentina;2019;V;95;5;0,298096934;1,900806716;0,77473655;4291,596989;3324,857045;11153,61032;13411,81527;0,168374296;3,125133908
0;Argentina;2019;V;100;w;0,428101066;2,335897012;1;966,7399447;966,7399447;2258,204948;2258,204948;;2,335897012
6;Buenos Aires;2019;A;0;1;0,008096567;0,06970126;0,008036037;100000;803,603743;99252,40845;7694426,296;0,991298736;76,94426296
6;Buenos Aires;2019;A;1;4;0,000403574;1,570719274;0,001612714;99196,39626;159,9754326;396396,9598;7595173,888;0,998664098;76,56703443
6;Buenos Aires;2019;A;5;5;0,000147599;2,332658376;0,000737705;99036,42082;73,05967282;494987,229;7198776,928;0,999233018;72,68817742
6;Buenos Aires;2019;A;10;5;0,000188639;2,75758139;0,000942798;98963,36115;93,30241805;494607,5827;6703789,699;0,998267886;67,74011736
6;Buenos Aires;2019;A;15;5;0,000551189;2,797436073;0,002752603;98870,05873;272,1500032;493750,8659;6209182,116;0,996349408;62,80144056
6;Buenos Aires;2019;A;20;5;0,000893134;2,630363652;0,004456237;98597,90873;439,3756693;491948,3831;5715431,251;0,995182438;57,96706364
6;Buenos Aires;2019;A;25;5;0,001019967;2,568308504;0,005087215;98158,53306;499,3535652;489578,3915;5223482,867;0,99465693;53,2147609
6;Buenos Aires;2019;A;30;5;0,001131224;2,579515178;0,005640676;97659,1795;550,8637713;486962,5401;4733904,476;0,99371294;48,47372772
6;Buenos Aires;2019;A;35;5;0,001424681;2,620263494;0,007099336;97108,31572;689,4045264;483900,9775;4246941,936;0,991560919;43,7340706
6;Buenos Aires;2019;A;40;5;0,002022244;2,653055123;0,010063455;96418,9112;970,3074162;479817,298;3763040,958;0,987583121;39,02803829
6;Buenos Aires;2019;A;45;5;0,003063429;2,669142078;0,015208547;95448,60378;1451,63462;473859,4649;3283223,66;0,980918076;34,39781757
6;Buenos Aires;2019;A;50;5;0,004782086;2,675211453;0,023647531;93996,96916;2222,796196;464817,3147;2809364,196;0,970134142;29,88781682
6;Buenos Aires;2019;A;55;5;0,007571577;2,67573432;0,037203172;91774,17297;3414,290368;450935,1469;2344546,881;0,95295318;25,54691375
6;Buenos Aires;2019;A;60;5;0,012069406;2,670990228;0,058697071;88359,8826;5186,466286;429720,0823;1893611,734;0,925961337;21,43067282
6;Buenos Aires;2019;A;65;5;0,019282929;2,65887319;0,092250126;83173,41631;7672,75811;397904,1818;1463891,652;0,884370943;17,60047521
6;Buenos Aires;2019;A;70;5;0,030776875;2,635469848;0,143445443;75500,6582;10830,22535;351894,8966;1065987,47;0,822076802;14,11891625
6;Buenos Aires;2019;A;75;5;0,048959764;2,594662588;0,219007461;64670,43285;14163,30729;289284,6313;714092,5732;0,732510929;11,04202557
6;Buenos Aires;2019;A;80;5;0,077547521;2,527392495;0,325352942;50507,12556;16432,64188;211904,1542;424807,9419;0,611054019;8,410851681
6;Buenos Aires;2019;A;85;5;0,122254017;2,417093423;0,464571892;34074,48368;15830,04733;129484,885;212903,7877;0,467183485;6,248188227
6;Buenos Aires;2019;A;90;5;0,185842856;2,26664687;0,616200402;18244,43634;11242,22901;60493,19986;83418,90273;0,313538586;4,572292679
6;Buenos Aires;2019;A;95;5;0,280568856;1,985065217;0,759979798;7002,207332;5321,536116;18966,95233;22925,70287;0,17267739;3,274067987
6;Buenos Aires;2019;A;100;w;0,424545876;2,355458045;1;1680,671216;1680,671216;3958,750538;3958,750538;;2,355458045
6;Buenos Aires;2019;M;0;1;0,007249979;0,07160452;0,007201507;100000;720,1506661;99331,41538;7993330,484;0,992160353;79,93330484
6;Buenos Aires;2019;M;1;4;0,000375517;1,512277871;0,001500668;99279,84933;148,9861023;396748,7613;7893999,069;0,998802675;79,51260121
6;Buenos Aires;2019;M;5;5;0,000127033;2,329188402;0,000634948;99130,86323;62,94290097;495486,2075;7497250,307;0,99930672;75,62982973
6;Buenos Aires;2019;M;10;5;0,000172537;2,695140171;0,000862341;99067,92033;85,4303744;495142,6966;7001764,1;0,998790951;70,67640137
6;Buenos Aires;2019;M;15;5;0,000324681;2,705625844;0,001622195;98982,48996;160,5688573;494544,0447;6506621,403;0,998028175;65,73507502
6;Buenos Aires;2019;M;20;5;0,000464454;2,641270132;0,002319727;98821,9211;229,2398908;493568,8905;6012077,358;0,997255277;60,83748718
6;Buenos Aires;2019;M;25;5;0,000642639;2,631403017;0,003208311;98592,68121;316,3160183;492214,1809;5518508,468;0,996234355;55,97280042
6;Buenos Aires;2019;M;30;5;0,00087833;2,629086878;0,004382525;98276,36519;430,6986397;490360,6769;5026294,287;0,99485325;51,14448705
6;Buenos Aires;2019;M;35;5;0,001204697;2,632415029;0,006006354;97845,66655;587,6956985;487836,9132;4535933,61;0,992895338;46,35804293
6;Buenos Aires;2019;M;40;5;0,00167851;2,639844712;0,008359434;97257,97085;813,0216054;484370,997;4048096,697;0,989991657;41,62226151
6;Buenos Aires;2019;M;45;5;0,00239712;2,649795392;0,011918453;96444,94925;1149,474578;479523,2458;3563725,7;0,985512585;36,95087952
6;Buenos Aires;2019;M;50;5;0,00352858;2,660494269;0,01749845;95295,47467;1667,523075;472576,1935;3084202,454;0,978381497;32,3646266
6;Buenos Aires;2019;M;55;5;0,00536516;2,66996906;0,02649459;93627,95159;2480,634204;462359,8035;2611626,26;0,966761597;27,89366013
6;Buenos Aires;2019;M;60;5;0,008418223;2,676010168;0,041283449;91147,31739;3762,875648;446991,7022;2149266,457;0,947555876;23,58013948
6;Buenos Aires;2019;M;65;5;0,013584877;2,675895305;0,065845467;87384,44174;5753,869379;423549,6139;1702274,755;0,915697084;19,48029559
6;Buenos Aires;2019;M;70;5;0,022433266;2,665707862;0,106584925;81630,57236;8700,588473;387843,1465;1278725,141;0,8634257;15,66478225
6;Buenos Aires;2019;M;75;5;0,037663354;2,639147342;0,172939408;72929,98389;12612,46827;334873,7402;890881,9943;0,78047165;12,2155792
6;Buenos Aires;2019;M;80;5;0,06375743;2,585869831;0,276264819;60317,51562;16663,60752;261359,4605;556008,2541;0,657056058;9,21802313
6;Buenos Aires;2019;M;85;5;0,107601768;2,48126539;0,423288943;43653,90809;18478,21662;171727,8167;294648,7937;0,503215957;6,749654419
6;Buenos Aires;2019;M;90;5;0,170916866;2,328210749;0,586676329;25175,69148;14769,98225;86416,17757;122920,9769;0,343999537;4,882526346
6;Buenos Aires;2019;M;95;5;0,260607992;2,12132989;0,744507288;10405,70923;7747,126359;29727,12504;36504,79935;0,185665294;3,508151012
6;Buenos Aires;2019;M;100;w;0,392255919;2,549356049;1;2658,582866;2658,582866;6777,674313;6777,674313;;2,549356049
6;Buenos Aires;2019;V;0;1;0,008904121;0,067888632;0,008830829;100000;883,0828638;99176,86842;7411167,434;0,990479947;74,11167434
6;Buenos Aires;2019;V;1;4;0,000430339;1,626377753;0,0017196;99116,91714;170,4414614;396063,1049;7311990,566;0,998530214;73,77136797
6;Buenos Aires;2019;V;5;5;0,000167225;2,335963114;0,000835752;98946,47567;82,69469362;494512,0767;6915927,461;0,999164404;69,8956422
6;Buenos Aires;2019;V;10;5;0,000204007;2,817049218;0,001019581;98863,78098;100,7996025;494098,8643;6421415,384;0,997805381;64,95215255
6;Buenos Aires;2019;V;15;5;0,000767559;2,884874387;0,003831575;98762,98138;378,4177612;493014,5058;5927316,52;0,994698483;60,01556896
6;Buenos Aires;2019;V;20;5;0,001304046;2,619976527;0,006500054;98384,56362;639,5049823;490400,7812;5434302,014;0,993160413;55,23531146
6;Buenos Aires;2019;V;25;5;0,001383184;2,508218492;0,006892165;97745,05864;673,6750385;487046,6422;4943901,233;0,993159795;50,57955156
6;Buenos Aires;2019;V;30;5;0,00137541;2,532304035;0,006853789;97071,3836;665,3067538;483715,1432;4456854,591;0,992630014;45,91316643
6;Buenos Aires;2019;V;35;5;0,00163755;2,608690603;0,008155814;96406,07684;786,2700769;480150,1692;3973139,448;0,99028249;41,21254155
6;Buenos Aires;2019;V;40;5;0,002355711;2,665636467;0,011714136;95619,80677;1120,103427;475484,3052;3492989,279;0,985261243;36,52997634
6;Buenos Aires;2019;V;45;5;0,003712901;2,687567494;0,018406471;94499,70334;1739,406089;468476,2575;3017504,973;0,976448847;31,9313698
6;Buenos Aires;2019;V;50;5;0,006015235;2,689227818;0,029663852;92760,29725;2751,62774;457443,1014;2549028,716;0,962009327;27,47973854
6;Buenos Aires;2019;V;55;5;0,009779217;2,681225044;0,047811913;90008,66951;4303,486714;440064,5303;2091585,614;0,939084166;23,23760173
6;Buenos Aires;2019;V;60;5;0,015830964;2,666209333;0,076334554;85705,1828;6542,266894;413257,6326;1651521,084;0,903599103;19,26979245
6;Buenos Aires;2019;V;65;5;0,025441302;2,642661651;0,120009111;79162,9159;9500,271186;373419,2259;1238263,451;0,850354528;15,64196363
6;Buenos Aires;2019;V;70;5;0,040494119;2,606671739;0,184581722;69662,64472;12858,45095;317538,7295;864844,2255;0,773884038;12,41474867
6;Buenos Aires;2019;V;75;5;0,063646188;2,552296155;0,275337009;56804,19377;15640,29684;245738,1541;547305,496;0,670750444;9,634948754
6;Buenos Aires;2019;V;80;5;0,098360586;2,471699794;0,393856651;41163,89693;16212,6746;164828,9761;301567,3419;0,543408741;7,326015376
6;Buenos Aires;2019;V;85;5;0,148577143;2,355977264;0,533359896;24951,22233;13307,98135;89569,50638;136738,3657;0,404250084;5,480227138
6;Buenos Aires;2019;V;90;5;0,217696626;2,208014604;0,676999131;11643,24098;7882,464019;36208,48046;47168,85935;0,25777788;4,051179516
6;Buenos Aires;2019;V;95;5;0,322641133;1,855289338;0,800752133;3760,776958;3011,45017;9333,745333;10960,37889;0,14841034;2,914392161
6;Buenos Aires;2019;V;100;w;0,460661091;2,170793279;1;749,326788;749,326788;1626,633555;1626,633555;;2,170793279
2;CABA;2019;A;0;1;0,005944538;0,06347946;0,005911626;100000;591,1626488;99446,36404;7961230,997;0,993795684;79,61230997
2;CABA;2019;A;1;4;0,000190841;1,575858526;0,000763011;99408,83735;75,85004344;397451,4782;7861784,633;0,999345178;79,0853695
2;CABA;2019;A;5;5;7,19E-05;2,409512563;0,000359373;99332,98731;35,69758522;496572,4624;7464333,155;0,999540562;75,14455527
2;CABA;2019;A;10;5;0,000127529;2,754589919;0,000637461;99297,28972;63,2981483;496344,3183;6967760,693;0,999048173;70,17070367
2;CABA;2019;A;15;5;0,000265046;2,73205896;0,001324436;99233,99157;131,4290292;495871,8846;6471416,374;0,998266666;65,21370623
2;CABA;2019;A;20;5;0,000433217;2,666379113;0,002163897;99102,56255;214,4477767;495012,3729;5975544,49;0,99744208;60,29656889
2;CABA;2019;A;25;5;0,000595671;2,63896978;0,002974171;98888,11477;294,1101165;493746,171;5480532,117;0,996539108;55,42154514
2;CABA;2019;A;30;5;0,000804506;2,643901624;0,004014919;98594,00465;395,8469894;492037,3688;4986785,946;0,995210006;50,57899782
2;CABA;2019;A;35;5;0,001143303;2,659608274;0,005701259;98198,15766;559,8531661;489680,5126;4494748,577;0,993006242;45,77222918
2;CABA;2019;A;40;5;0,001710245;2,672344365;0,008517318;97638,3045;831,6165263;486255,8056;4005068,065;0,989370783;41,01943479
2;CABA;2019;A;45;5;0,002637945;2,678515964;0,013109442;96806,68797;1269,081681;481087,287;3518812,259;0,983515603;36,34885495
2;CABA;2019;A;50;5;0,004126564;2,679308181;0,020437103;95537,60629;1952,511931;473156,853;3037724,972;0,97425577;31,79611768
2;CABA;2019;A;55;5;0,006487098;2,676000252;0,031953755;93585,09436;2990,395141;460975,7942;2564568,119;0,959815269;27,40359602
2;CABA;2019;A;60;5;0,01020033;2,66861634;0,04981696;90594,69922;4513,152469;442451,6062;2103592,325;0,937618824;23,21981687
2;CABA;2019;A;65;5;0,015997617;2,655920661;0,077096971;86081,54675;6636,626512;414850,9547;1661140,719;0,904136997;19,29729171
2;CABA;2019;A;70;5;0,024966044;2,635438088;0,117871802;79444,92024;9364,315943;375082,0964;1246289,764;0,855291704;15,68746951
2;CABA;2019;A;75;5;0,038670029;2,61409372;0,177017927;70080,60429;12405,5233;320804,6055;871207,6676;0,780463679;12,43150907
2;CABA;2019;A;80;5;0,062410057;2,568215939;0,270931598;57675,08099;15626,00188;250376,3426;550403,0621;0,671156941;9,543169297
2;CABA;2019;A;85;5;0,099601078;2,478448582;0,398038358;42049,07911;16737,1464;168041,8203;300026,7194;0,532155321;7,135155533
2;CABA;2019;A;90;5;0,156320774;2,343470606;0,552264561;25311,9327;13978,88339;89424,34888;131984,8991;0,377123697;5,2143351
2;CABA;2019;A;95;5;0,238879189;2,152273278;0,710838835;11333,04931;8055,971566;33724,04105;42560,55027;0,207622062;3,755436785
2;CABA;2019;A;100;w;0,370856598;2,69646005;1;3277,077743;3277,077743;8836,509216;8836,509216;;2,69646005
2;CABA;2019;M;0;1;0,005356616;0,065989847;0,005329949;100000;532,9949153;99502,17734;8240869,692;0,994369025;82,40869692
2;CABA;2019;M;1;4;0,000187919;1,515324842;0,000751326;99467,00508;74,73214143;397682,3352;8141367,515;0,999377772;81,84993112
2;CABA;2019;M;5;5;6,63E-05;2,382610904;0,000331405;99392,27294;32,93911905;496875,1502;7743685,179;0,9995869;77,91033397
2;CABA;2019;M;10;5;0,000110095;2,681504642;0,000550337;99359,33382;54,68108447;496669,8913;7246810,029;0,999333227;72,93537255
2;CABA;2019;M;15;5;0,000158602;2,655775351;0,000792717;99304,65274;78,720534;496338,7251;6750140,138;0,999034937;67,97405712
2;CABA;2019;M;20;5;0,000232911;2,662729367;0,00116392;99225,93221;115,4910491;495859,7272;6253801,413;0,99857142;63,02587715
2;CABA;2019;M;25;5;0,000347176;2,668158126;0,001734474;99110,44116;171,9044806;495151,3517;5757941,686;0,997856949;58,09621689
2;CABA;2019;M;30;5;0,000523892;2,672526799;0,002616271;98938,53668;258,8500249;494090,2169;5262790,334;0,996749367;53,19252246
2;CABA;2019;M;35;5;0,00079887;2,676027549;0,003986948;98679,68665;393,4308241;492484,1109;4768700,117;0,995022804;48,32504317
2;CABA;2019;M;40;5;0,001229308;2,678694119;0,006129052;98286,25583;602,4015355;490032,9209;4276216,006;0,992317887;43,50777197
2;CABA;2019;M;45;5;0,001906879;2,680423865;0,009492409;97683,85429;927,2550964;486268,4327;3786183,085;0,988063005;38,75955871
2;CABA;2019;M;50;5;0,002978903;2,680953259;0,014792325;96756,5992;1431,255032;480463,8487;3299914,653;0,981351922;34,10531871
2;CABA;2019;M;55;5;0,004682502;2,679791909;0,023160881;95325,34416;2207,818989;471504,1213;2819450,804;0,970759531;29,57713742
2;CABA;2019;M;60;5;0,007399269;2,676103896;0,036370941;93117,52517;3386,771971;457717,1197;2347946,683;0,954080833;25,2148742
2;CABA;2019;M;65;5;0,011741434;2,668513764;0,057142885;89730,7532;5127,474104;436699,1307;1890229,563;0,928005093;21,06557112
2;CABA;2019;M;70;5;0,018683889;2,654805431;0,089497883;84603,2791;7571,814364;405259,0176;1453530,432;0,888230873;17,18054486
2;CABA;2019;M;75;5;0,029755944;2,647874051;0,139047804;77031,46474;10711,05603;359963,5708;1048271,415;0,821061272;13,60835365
2;CABA;2019;M;80;5;0,051162993;2,615957673;0,228004209;66320,40871;15121,33234;295552,1472;688307,8438;0,713719218;10,37852235
2;CABA;2019;M;85;5;0,086596178;2,533538079;0,356778034;51199,07636;18266,70583;210941,2475;392755,6966;0,569339227;7,671148086
2;CABA;2019;M;90;5;0,142873702;2,402794426;0,521029029;32932,37053;17158,72104;120097,1267;181814,4492;0,402219726;5,520843056
2;CABA;2019;M;95;5;0,226649765;2,20847139;0,694095247;15773,64949;10948,41513;48305,43338;61717,32244;0,217311583;3,912685043
2;CABA;2019;M;100;w;0,35977291;2,77953112;1;4825,234359;4825,234359;13411,88906;13411,88906;;2,77953112
2;CABA;2019;V;0;1;0,006505095;0,061088614;0,006465605;100000;646,5604902;99392,93699;7695669,721;0,993249354;76,95669721
2;CABA;2019;V;1;4;0,000193627;1,633509653;0,000774152;99353,43951;76,91471202;397231,7401;7596276,784;0,999314672;76,4571093
2;CABA;2019;V;5;5;7,72E-05;2,435133191;0,00038604;99276,5248;38,32469586;496284,3262;7199045,044;0,99949846;72,51507906
2;CABA;2019;V;10;5;0,000144153;2,824194945;0,000720538;99238,2001;71,50487577;496035,4198;6702760,718;0,99878906;67,54214316
2;CABA;2019;V;15;5;0,000366602;2,804710016;0,001831538;99166,69523;181,6275961;495434,7509;6206725,298;0,997519935;62,58880851
2;CABA;2019;V;20;5;0,000624623;2,669855061;0,003118574;98985,06763;308,6922792;494206,0404;5711290,547;0,996348144;57,69850629
2;CABA;2019;V;25;5;0,000833662;2,611171355;0,004160028;98676,37535;410,4964364;492401,2711;5217084,507;0,995275627;52,87065408
2;CABA;2019;V;30;5;0,001073959;2,616639553;0,005356084;98265,87891;526,320289;490074,9836;4724683,236;0,993736376;48,08060832
2;CABA;2019;V;35;5;0,001475036;2,643970868;0,007349641;97739,55863;718,3506346;487005,3381;4234608,252;0,991068904;43,32542843
2;CABA;2019;V;40;5;0,00217529;2,666296981;0,010821516;97021,20799;1049,916518;482655,8466;3747602,914;0,986524152;38,62663629
2;CABA;2019;V;45;5;0,003348998;2,676698915;0,016615706;95971,29147;1594,63081;476151,6499;3264947,067;0,979091882;34,02003888
2;CABA;2019;V;50;5;0,005253039;2,67774144;0,025948651;94376,66066;2448,947073;466196,215;2788795,417;0,967282196;29,54963015
2;CABA;2019;V;55;5;0,008284203;2,67238915;0,040637427;91927,71359;3735,705762;450943,2987;2322599,202;0,948893888;25,26549516
2;CABA;2019;V;60;5;0,01305429;2,661485334;0,063337891;88192,00783;5585,895799;427897,3399;1871655,904;0,920799905;21,22251154
2;CABA;2019;V;65;5;0,020491762;2,643927231;0,097739917;82606,11203;8073,91452;394007,83;1443758,564;0,878859743;17,47762397
2;CABA;2019;V;70;5;0,031972786;2,616992999;0,148546007;74532,19751;11071,4603;346277,6201;1049750,734;0,818429792;14,08452681
2;CABA;2019;V;75;5;0,049467564;2,581921976;0,220912997;63460,73721;14019,30166;283403,9208;703473,1137;0,731489409;11,08517084
2;CABA;2019;V;80;5;0,077694637;2,522747622;0,325772085;49441,43555;16106,63954;207306,9666;420069,1929;0,614267354;8,496298464
2;CABA;2019;V;85;5;0,119995248;2,425982394;0,45839258;33334,79601;15280,42314;127341,9018;212762,2263;0,475593171;6,382586719
2;CABA;2019;V;90;5;0,180811347;2,286971729;0,60652711;18054,37287;10950,46659;60562,93891;85420,32441;0,332534187;4,731281725
2;CABA;2019;V;95;5;0,263230459;2,098751268;0,746246248;7103,906279;5301,263407;20139,24765;24857,3855;0,18980829;3,499115068
2;CABA;2019;V;100;w;0,382066597;2,617344745;1;1802,642872;1802,642872;4718,137848;4718,137848;;2,617344745
10;Catamarca;2019;A;0;1;0,007811173;0,068881657;0,007754771;100000;775,4771117;99277,93904;7824752,763;0,991429163;78,24752763
