anio,mes,partido,municipio_id,defunciones_femeninas,defunciones_masculinas,total
2021,8,Florencio Varela,6274,80,106,186
2021,9,Florencio Varela,6274,66,93,159
2021,10,Florencio Varela,6274,68,81,149
2021,11,Florencio Varela,6274,67,76,143
2021,12,Florencio Varela,6274,70,94,164
2021,1,Florentino Ameghino,6277,0,3,3
2021,2,Florentino Ameghino,6277,2,3,5
2021,3,Florentino Ameghino,6277,2,3,5
2021,4,Florentino Ameghino,6277,2,3,5
2021,5,Florentino Ameghino,6277,9,8,17
2021,6,Florentino Ameghino,6277,4,9,13
2021,7,Florentino Ameghino,6277,4,6,10
2021,8,Florentino Ameghino,6277,2,6,8
2021,9,Florentino Ameghino,6277,3,4,7
2021,10,Florentino Ameghino,6277,2,4,6
2021,11,Florentino Ameghino,6277,3,5,8
2021,12,Florentino Ameghino,6277,5,2,7
2021,1,General Alvarado,6280,14,17,31
2021,2,General Alvarado,6280,26,23,49
2021,3,General Alvarado,6280,15,13,28
2021,4,General Alvarado,6280,11,18,29
2021,5,General Alvarado,6280,30,28,58
2021,6,General Alvarado,6280,23,21,44
2021,7,General Alvarado,6280,13,25,38
2021,8,General Alvarado,6280,13,13,26
2021,9,General Alvarado,6280,12,13,25
2021,10,General Alvarado,6280,20,19,39
2021,11,General Alvarado,6280,14,12,26
2021,12,General Alvarado,6280,10,16,26
2021,1,General Alvear,6287,2,6,8
2021,2,General Alvear,6287,3,3,6
2021,3,General Alvear,6287,3,4,7
2021,4,General Alvear,6287,4,5,9
2021,5,General Alvear,6287,7,5,12
2021,6,General Alvear,6287,3,2,5
2021,7,General Alvear,6287,3,6,9
2021,8,General Alvear,6287,3,6,9
2021,9,General Alvear,6287,4,6,10
2021,10,General Alvear,6287,4,2,6
2021,11,General Alvear,6287,6,3,9
2021,12,General Alvear,6287,3,2,5
2021,1,General Arenales,6294,10,12,22
2021,2,General Arenales,6294,5,6,11
2021,3,General Arenales,6294,6,11,17
2021,4,General Arenales,6294,5,9,14
2021,5,General Arenales,6294,11,13,24
2021,6,General Arenales,6294,12,16,28
2021,7,General Arenales,6294,9,12,21
2021,8,General Arenales,6294,8,9,17
2021,9,General Arenales,6294,8,10,18
2021,10,General Arenales,6294,10,5,15
2021,11,General Arenales,6294,8,7,15
2021,12,General Arenales,6294,6,9,15
2021,1,General Belgrano,6301,6,7,13
2021,2,General Belgrano,6301,5,4,9
2021,3,General Belgrano,6301,3,6,9
2021,4,General Belgrano,6301,7,10,17
2021,5,General Belgrano,6301,3,15,18
2021,6,General Belgrano,6301,13,8,21
2021,7,General Belgrano,6301,8,9,17
2021,8,General Belgrano,6301,7,3,10
2021,9,General Belgrano,6301,6,7,13
2021,10,General Belgrano,6301,4,10,14
2021,11,General Belgrano,6301,5,3,8
2021,12,General Belgrano,6301,3,8,11
2021,1,General Guido,6308,0,0,0
2021,2,General Guido,6308,0,0,0
2021,3,General Guido,6308,0,0,0
2021,4,General Guido,6308,0,0,0
2021,5,General Guido,6308,0,0,0
2021,6,General Guido,6308,1,0,1
2021,7,General Guido,6308,0,0,0
2021,8,General Guido,6308,0,0,0
2021,9,General Guido,6308,0,3,3
2021,10,General Guido,6308,1,4,5
2021,11,General Guido,6308,0,0,0
2021,12,General Guido,6308,0,0,0
2021,1,General Juan Madariaga,6315,6,9,15
2021,2,General Juan Madariaga,6315,9,16,25
2021,3,General Juan Madariaga,6315,15,13,28
2021,4,General Juan Madariaga,6315,7,8,15
2021,5,General Juan Madariaga,6315,10,13,23
2021,6,General Juan Madariaga,6315,16,8,24
2021,7,General Juan Madariaga,6315,13,6,19
2021,8,General Juan Madariaga,6315,7,5,12
2021,9,General Juan Madariaga,6315,10,6,16
2021,10,General Juan Madariaga,6315,9,9,18
2021,11,General Juan Madariaga,6315,8,9,17
2021,12,General Juan Madariaga,6315,10,10,20
2021,1,General La Madrid,6322,5,3,8
2021,2,General La Madrid,6322,3,2,5
2021,3,General La Madrid,6322,5,3,8
2021,4,General La Madrid,6322,3,7,10
2021,5,General La Madrid,6322,4,5,9
2021,6,General La Madrid,6322,6,7,13
2021,7,General La Madrid,6322,8,5,13
2021,8,General La Madrid,6322,6,5,11
2021,9,General La Madrid,6322,6,3,9
2021,10,General La Madrid,6322,4,4,8
2021,11,General La Madrid,6322,5,0,5
2021,12,General La Madrid,6322,4,1,5
2021,1,General Las Heras,6329,3,3,6
2021,2,General Las Heras,6329,5,6,11
2021,3,General Las Heras,6329,2,4,6
2021,4,General Las Heras,6329,5,3,8
2021,5,General Las Heras,6329,3,1,4
2021,6,General Las Heras,6329,10,7,17
2021,7,General Las Heras,6329,8,8,16
2021,8,General Las Heras,6329,5,2,7
2021,9,General Las Heras,6329,7,2,9
2021,10,General Las Heras,6329,7,2,9
2021,11,General Las Heras,6329,5,2,7
2021,12,General Las Heras,6329,1,1,2
2021,1,General Lavalle,6336,0,0,0
2021,2,General Lavalle,6336,0,2,2
2021,3,General Lavalle,6336,0,1,1
2021,4,General Lavalle,6336,2,0,2
2021,5,General Lavalle,6336,0,3,3
2021,6,General Lavalle,6336,0,1,1
2021,7,General Lavalle,6336,1,1,2
2021,8,General Lavalle,6336,1,0,1
2021,9,General Lavalle,6336,1,1,2
2021,10,General Lavalle,6336,1,3,4
2021,11,General Lavalle,6336,1,1,2
2021,12,General Lavalle,6336,3,0,3
2021,1,General Paz,6343,1,4,5
2021,2,General Paz,6343,6,5,11
2021,3,General Paz,6343,4,3,7
2021,4,General Paz,6343,4,7,11
2021,5,General Paz,6343,4,3,7
2021,6,General Paz,6343,5,10,15
2021,7,General Paz,6343,1,7,8
2021,8,General Paz,6343,5,4,9
2021,9,General Paz,6343,6,4,10
2021,10,General Paz,6343,2,7,9
2021,11,General Paz,6343,2,1,3
2021,12,General Paz,6343,4,4,8
2021,1,General Pinto,6351,7,13,20
2021,2,General Pinto,6351,2,7,9
2021,3,General Pinto,6351,7,2,9
2021,4,General Pinto,6351,3,2,5
2021,5,General Pinto,6351,5,7,12
2021,6,General Pinto,6351,7,21,28
2021,7,General Pinto,6351,10,13,23
2021,8,General Pinto,6351,9,4,13
2021,9,General Pinto,6351,5,3,8
2021,10,General Pinto,6351,5,6,11
2021,11,General Pinto,6351,0,7,7
2021,12,General Pinto,6351,9,5,14
2021,1,General Pueyrredón,6357,364,341,705
2021,2,General Pueyrredón,6357,334,317,651
2021,3,General Pueyrredón,6357,360,317,677
2021,4,General Pueyrredón,6357,381,398,779
2021,5,General Pueyrredón,6357,474,516,990
2021,6,General Pueyrredón,6357,480,463,943
2021,7,General Pueyrredón,6357,376,431,807
2021,8,General Pueyrredón,6357,384,365,749
2021,9,General Pueyrredón,6357,303,301,604
2021,10,General Pueyrredón,6357,302,280,582
2021,11,General Pueyrredón,6357,290,300,590
2021,12,General Pueyrredón,6357,312,303,615
2021,1,General Rodríguez,6364,30,50,80
2021,2,General Rodríguez,6364,36,44,80
2021,3,General Rodríguez,6364,33,58,91
2021,4,General Rodríguez,6364,41,65,106
2021,5,General Rodríguez,6364,46,82,128
2021,6,General Rodríguez,6364,57,78,135
2021,7,General Rodríguez,6364,59,72,131
2021,8,General Rodríguez,6364,46,55,101
2021,9,General Rodríguez,6364,39,47,86
2021,10,General Rodríguez,6364,39,51,90
2021,11,General Rodríguez,6364,25,34,59
2021,12,General Rodríguez,6364,33,55,88
2021,1,General San Martín,6371,126,117,243
2021,2,General San Martín,6371,114,118,232
2021,3,General San Martín,6371,121,149,270
2021,4,General San Martín,6371,186,215,401
2021,5,General San Martín,6371,219,294,513
2021,6,General San Martín,6371,199,248,447
2021,7,General San Martín,6371,219,204,423
2021,8,General San Martín,6371,156,177,333
2021,9,General San Martín,6371,124,147,271
2021,10,General San Martín,6371,138,150,288
2021,11,General San Martín,6371,116,108,224
2021,12,General San Martín,6371,141,144,285
2021,1,General Viamonte,6385,7,6,13
2021,2,General Viamonte,6385,10,4,14
2021,3,General Viamonte,6385,6,10,16
2021,4,General Viamonte,6385,7,7,14
2021,5,General Viamonte,6385,16,9,25
2021,6,General Viamonte,6385,8,9,17
2021,7,General Viamonte,6385,7,13,20
2021,8,General Viamonte,6385,10,10,20
2021,9,General Viamonte,6385,7,10,17
2021,10,General Viamonte,6385,4,11,15
2021,11,General Viamonte,6385,9,8,17
2021,12,General Viamonte,6385,8,8,16
2021,1,General Villegas,6392,12,23,35
2021,2,General Villegas,6392,11,16,27
2021,3,General Villegas,6392,11,12,23
2021,4,General Villegas,6392,38,39,77
2021,5,General Villegas,6392,36,37,73
2021,6,General Villegas,6392,21,36,57
2021,7,General Villegas,6392,16,12,28
2021,8,General Villegas,6392,7,16,23
2021,9,General Villegas,6392,9,7,16
2021,10,General Villegas,6392,8,14,22
2021,11,General Villegas,6392,13,6,19
2021,12,General Villegas,6392,8,14,22
2021,1,Guaminí,6399,8,5,13
2021,2,Guaminí,6399,5,4,9
2021,3,Guaminí,6399,4,3,7
2021,4,Guaminí,6399,2,5,7
2021,5,Guaminí,6399,9,8,17
2021,6,Guaminí,6399,17,11,28
2021,7,Guaminí,6399,8,8,16
2021,8,Guaminí,6399,1,3,4
2021,9,Guaminí,6399,4,4,8
2021,10,Guaminí,6399,5,6,11
2021,11,Guaminí,6399,11,4,15
2021,12,Guaminí,6399,5,8,13
2021,1,Hipólito Yrigoyen,6406,5,7,12
2021,2,Hipólito Yrigoyen,6406,3,9,12
2021,3,Hipólito Yrigoyen,6406,7,5,12
2021,4,Hipólito Yrigoyen,6406,8,1,9
2021,5,Hipólito Yrigoyen,6406,7,0,7
2021,6,Hipólito Yrigoyen,6406,3,10,13
2021,7,Hipólito Yrigoyen,6406,4,4,8
2021,8,Hipólito Yrigoyen,6406,5,3,8
2021,9,Hipólito Yrigoyen,6406,3,2,5
2021,10,Hipólito Yrigoyen,6406,1,5,6
2021,11,Hipólito Yrigoyen,6406,5,3,8
2021,12,Hipólito Yrigoyen,6406,4,1,5
2021,1,Hurlingham,6408,45,35,80
2021,2,Hurlingham,6408,34,44,78
2021,3,Hurlingham,6408,38,35,73
2021,4,Hurlingham,6408,55,77,132
2021,5,Hurlingham,6408,70,67,137
2021,6,Hurlingham,6408,55,64,119
2021,7,Hurlingham,6408,40,40,80
2021,8,Hurlingham,6408,28,42,70
2021,9,Hurlingham,6408,31,30,61
2021,10,Hurlingham,6408,23,30,53
2021,11,Hurlingham,6408,28,18,46
2021,12,Hurlingham,6408,32,21,53
2021,1,Ituzaingó,6410,46,36,82
2021,2,Ituzaingó,6410,43,44,87
2021,3,Ituzaingó,6410,42,37,79
2021,4,Ituzaingó,6410,41,63,104
2021,5,Ituzaingó,6410,68,86,154
2021,6,Ituzaingó,6410,48,52,100
2021,7,Ituzaingó,6410,57,60,117
2021,8,Ituzaingó,6410,42,33,75
2021,9,Ituzaingó,6410,31,31,62
2021,10,Ituzaingó,6410,32,30,62
2021,11,Ituzaingó,6410,38,30,68
2021,12,Ituzaingó,6410,40,36,76
2021,1,José C. Paz,6412,48,71,119
2021,2,José C. Paz,6412,40,60,100
2021,3,José C. Paz,6412,43,67,110
2021,4,José C. Paz,6412,72,94,166
2021,5,José C. Paz,6412,99,147,246
2021,6,José C. Paz,6412,81,125,206
2021,7,José C. Paz,6412,75,104,179
2021,8,José C. Paz,6412,49,55,104
2021,9,José C. Paz,6412,40,58,98
2021,10,José C. Paz,6412,41,51,92
2021,11,José C. Paz,6412,43,41,84
2021,12,José C. Paz,6412,57,61,118
2021,1,Junín,6413,66,66,132
2021,2,Junín,6413,60,59,119
2021,3,Junín,6413,56,72,128
2021,4,Junín,6413,66,66,132
2021,5,Junín,6413,90,115,205
2021,6,Junín,6413,101,114,215
2021,7,Junín,6413,80,71,151
2021,8,Junín,6413,79,66,145
2021,9,Junín,6413,67,54,121
2021,10,Junín,6413,51,64,115
2021,11,Junín,6413,59,44,103
2021,12,Junín,6413,65,54,119
2021,1,La Costa,6420,48,61,109
2021,2,La Costa,6420,25,45,70
2021,3,La Costa,6420,25,35,60
2021,4,La Costa,6420,29,52,81
2021,5,La Costa,6420,53,75,128
2021,6,La Costa,6420,45,71,116
2021,7,La Costa,6420,32,37,69
2021,8,La Costa,6420,37,49,86
2021,9,La Costa,6420,29,40,69
2021,10,La Costa,6420,31,38,69
2021,11,La Costa,6420,27,41,68
2021,12,La Costa,6420,28,41,69
2021,1,La Matanza,6427,526,534,1060
2021,2,La Matanza,6427,474,524,998
2021,3,La Matanza,6427,494,593,1087
2021,4,La Matanza,6427,732,760,1492
2021,5,La Matanza,6427,863,955,1818
2021,6,La Matanza,6427,783,887,1670
2021,7,La Matanza,6427,697,731,1428
2021,8,La Matanza,6427,554,591,1145
2021,9,La Matanza,6427,440,511,951
2021,10,La Matanza,6427,484,490,974
2021,11,La Matanza,6427,393,410,803
2021,12,La Matanza,6427,464,459,923
2021,1,Lanús,6434,195,153,348
2021,2,Lanús,6434,159,151,310
2021,3,Lanús,6434,178,138,316
2021,4,Lanús,6434,241,208,449
2021,5,Lanús,6434,273,269,542
2021,6,Lanús,6434,244,240,484
2021,7,Lanús,6434,237,207,444
2021,8,Lanús,6434,206,158,364
2021,9,Lanús,6434,145,144,289
2021,10,Lanús,6434,180,156,336
2021,11,Lanús,6434,145,130,275
2021,12,Lanús,6434,158,163,321
2021,1,La Plata,6441,340,377,717
2021,2,La Plata,6441,313,295,608
2021,3,La Plata,6441,360,377,737
2021,4,La Plata,6441,566,685,1251
2021,5,La Plata,6441,482,666,1148
2021,6,La Plata,6441,439,496,935
2021,7,La Plata,6441,409,436,845
2021,8,La Plata,6441,355,374,729
2021,9,La Plata,6441,275,317,592
2021,10,La Plata,6441,324,342,666
2021,11,La Plata,6441,267,286,553
2021,12,La Plata,6441,363,348,711
2021,1,Laprida,6448,3,6,9
2021,2,Laprida,6448,4,3,7
2021,3,Laprida,6448,2,2,4
2021,4,Laprida,6448,3,5,8
2021,5,Laprida,6448,4,6,10
2021,6,Laprida,6448,4,11,15
2021,7,Laprida,6448,2,10,12
2021,8,Laprida,6448,3,7,10
2021,9,Laprida,6448,2,5,7
2021,10,Laprida,6448,4,3,7
2021,11,Laprida,6448,5,2,7
2021,12,Laprida,6448,5,6,11
2021,1,Las Flores,6455,16,11,27
2021,2,Las Flores,6455,8,10,18
2021,3,Las Flores,6455,8,13,21
2021,4,Las Flores,6455,18,16,34
2021,5,Las Flores,6455,26,24,50
2021,6,Las Flores,6455,19,22,41
2021,7,Las Flores,6455,17,23,40
2021,8,Las Flores,6455,18,10,28
2021,9,Las Flores,6455,9,12,21
2021,10,Las Flores,6455,9,6,15
2021,11,Las Flores,6455,13,3,16
2021,12,Las Flores,6455,10,3,13
2021,1,Leandro N. Alem,6462,3,8,11
2021,2,Leandro N. Alem,6462,7,6,13
2021,3,Leandro N. Alem,6462,7,10,17
2021,4,Leandro N. Alem,6462,6,5,11
2021,5,Leandro N. Alem,6462,24,22,46
2021,6,Leandro N. Alem,6462,23,19,42
2021,7,Leandro N. Alem,6462,6,10,16
2021,8,Leandro N. Alem,6462,7,13,20
2021,9,Leandro N. Alem,6462,5,10,15
2021,10,Leandro N. Alem,6462,6,2,8
2021,11,Leandro N. Alem,6462,5,5,10
2021,12,Leandro N. Alem,6462,7,5,12
2021,1,Lezama,6466,1,1,2
2021,2,Lezama,6466,2,4,6
2021,3,Lezama,6466,2,0,2
2021,4,Lezama,6466,1,1,2
2021,5,Lezama,6466,2,7,9
2021,6,Lezama,6466,0,2,2
2021,7,Lezama,6466,1,0,1
2021,8,Lezama,6466,2,0,2
2021,9,Lezama,6466,2,3,5
2021,10,Lezama,6466,2,3,5
2021,11,Lezama,6466,1,0,1
2021,12,Lezama,6466,2,1,3
2021,1,Lincoln,6469,31,41,72
2021,2,Lincoln,6469,19,22,41
2021,3,Lincoln,6469,22,20,42
2021,4,Lincoln,6469,17,18,35
2021,5,Lincoln,6469,29,27,56
2021,6,Lincoln,6469,25,38,63
2021,7,Lincoln,6469,22,32,54
2021,8,Lincoln,6469,16,26,42
2021,9,Lincoln,6469,13,14,27
2021,10,Lincoln,6469,18,19,37
2021,11,Lincoln,6469,20,12,32
2021,12,Lincoln,6469,23,15,38
2021,1,Lobería,6476,10,12,22
2021,2,Lobería,6476,6,11,17
2021,3,Lobería,6476,5,6,11
2021,4,Lobería,6476,16,5,21
2021,5,Lobería,6476,11,16,27
2021,6,Lobería,6476,8,10,18
2021,7,Lobería,6476,9,4,13
2021,8,Lobería,6476,6,9,15
2021,9,Lobería,6476,8,5,13
2021,10,Lobería,6476,11,5,16
2021,11,Lobería,6476,8,3,11
2021,12,Lobería,6476,7,7,14
2021,1,Lobos,6483,17,10,27
2021,2,Lobos,6483,7,15,22
2021,3,Lobos,6483,12,13,25
2021,4,Lobos,6483,21,21,42
2021,5,Lobos,6483,18,23,41
2021,6,Lobos,6483,21,23,44
2021,7,Lobos,6483,23,22,45
2021,8,Lobos,6483,21,21,42
2021,9,Lobos,6483,9,9,18
2021,10,Lobos,6483,12,14,26
2021,11,Lobos,6483,11,15,26
2021,12,Lobos,6483,16,21,37
2021,1,Lomas de Zamora,6490,249,241,490
2021,2,Lomas de Zamora,6490,171,197,368
2021,3,Lomas de Zamora,6490,229,193,422
2021,4,Lomas de Zamora,6490,316,340,656
2021,5,Lomas de Zamora,6490,352,489,841
2021,6,Lomas de Zamora,6490,332,383,715
2021,7,Lomas de Zamora,6490,299,317,616
2021,8,Lomas de Zamora,6490,239,254,493
2021,9,Lomas de Zamora,6490,199,203,402
2021,10,Lomas de Zamora,6490,205,170,375
2021,11,Lomas de Zamora,6490,172,155,327
2021,12,Lomas de Zamora,6490,212,195,407
2021,1,Luján,6497,58,54,112
2021,2,Luján,6497,39,38,77
2021,3,Luján,6497,58,64,122
2021,4,Luján,6497,48,71,119
2021,5,Luján,6497,55,87,142
2021,6,Luján,6497,61,85,146
2021,7,Luján,6497,52,69,121
2021,8,Luján,6497,60,45,105
2021,9,Luján,6497,44,37,81
2021,10,Luján,6497,35,32,67
2021,11,Luján,6497,41,36,77
2021,12,Luján,6497,40,43,83
2021,1,Magdalena,6505,8,11,19
2021,2,Magdalena,6505,4,4,8
2021,3,Magdalena,6505,3,5,8
2021,4,Magdalena,6505,10,6,16
2021,5,Magdalena,6505,4,4,8
2021,6,Magdalena,6505,6,7,13
2021,7,Magdalena,6505,10,9,19
2021,8,Magdalena,6505,8,3,11
2021,9,Magdalena,6505,8,7,15
2021,10,Magdalena,6505,5,6,11
2021,11,Magdalena,6505,5,7,12
2021,12,Magdalena,6505,2,5,7
2021,1,Maipú,6511,12,6,18
2021,2,Maipú,6511,9,6,15
2021,3,Maipú,6511,4,1,5
2021,4,Maipú,6511,3,7,10
2021,5,Maipú,6511,10,14,24
2021,6,Maipú,6511,5,9,14
2021,7,Maipú,6511,7,10,17
2021,8,Maipú,6511,3,6,9
2021,9,Maipú,6511,2,6,8
2021,10,Maipú,6511,6,2,8
2021,11,Maipú,6511,9,6,15
2021,12,Maipú,6511,4,4,8
2021,1,Malvinas Argentinas,6515,171,170,341
2021,2,Malvinas Argentinas,6515,142,147,289
2021,3,Malvinas Argentinas,6515,159,152,311
2021,4,Malvinas Argentinas,6515,210,260,470
2021,5,Malvinas Argentinas,6515,247,297,544
2021,6,Malvinas Argentinas,6515,192,247,439
2021,7,Malvinas Argentinas,6515,172,185,357
2021,8,Malvinas Argentinas,6515,160,188,348
2021,9,Malvinas Argentinas,6515,127,127,254
2021,10,Malvinas Argentinas,6515,115,122,237
2021,11,Malvinas Argentinas,6515,132,126,258
2021,12,Malvinas Argentinas,6515,113,123,236
2021,1,Mar Chiquita,6518,8,8,16
2021,2,Mar Chiquita,6518,6,4,10
2021,3,Mar Chiquita,6518,4,4,8
2021,4,Mar Chiquita,6518,6,9,15
2021,5,Mar Chiquita,6518,5,9,14
2021,6,Mar Chiquita,6518,6,13,19
2021,7,Mar Chiquita,6518,10,11,21
2021,8,Mar Chiquita,6518,4,5,9
2021,9,Mar Chiquita,6518,3,4,7
2021,10,Mar Chiquita,6518,2,6,8
2021,11,Mar Chiquita,6518,6,4,10
2021,12,Mar Chiquita,6518,5,5,10
2021,1,Marcos Paz,6525,12,27,39
2021,2,Marcos Paz,6525,12,10,22
2021,3,Marcos Paz,6525,9,10,19
2021,4,Marcos Paz,6525,15,16,31
2021,5,Marcos Paz,6525,20,22,42
2021,6,Marcos Paz,6525,18,21,39
2021,7,Marcos Paz,6525,14,18,32
2021,8,Marcos Paz,6525,15,16,31
2021,9,Marcos Paz,6525,7,10,17
2021,10,Marcos Paz,6525,6,10,16
2021,11,Marcos Paz,6525,12,8,20
2021,12,Marcos Paz,6525,18,18,36
2021,1,Mercedes,6532,24,34,58
2021,2,Mercedes,6532,19,21,40
2021,3,Mercedes,6532,22,28,50
2021,4,Mercedes,6532,29,33,62
2021,5,Mercedes,6532,52,52,104
2021,6,Mercedes,6532,53,54,107
2021,7,Mercedes,6532,36,44,80
2021,8,Mercedes,6532,24,27,51
2021,9,Mercedes,6532,31,39,70
2021,10,Mercedes,6532,24,18,42
2021,11,Mercedes,6532,28,20,48
2021,12,Mercedes,6532,31,28,59
2021,1,Merlo,6539,207,246,453
2021,2,Merlo,6539,172,187,359
2021,3,Merlo,6539,216,225,441
2021,4,Merlo,6539,276,318,594
2021,5,Merlo,6539,314,343,657
2021,6,Merlo,6539,276,308,584
2021,7,Merlo,6539,255,291,546
2021,8,Merlo,6539,209,235,444
2021,9,Merlo,6539,180,151,331
2021,10,Merlo,6539,186,179,365
2021,11,Merlo,6539,171,148,319
2021,12,Merlo,6539,177,175,352
2021,1,Monte,6547,9,7,16
2021,2,Monte,6547,7,7,14
2021,3,Monte,6547,5,10,15
2021,4,Monte,6547,7,10,17
2021,5,Monte,6547,22,16,38
2021,6,Monte,6547,6,15,21
2021,7,Monte,6547,11,15,26
2021,8,Monte,6547,4,10,14
2021,9,Monte,6547,2,7,9
2021,10,Monte,6547,6,4,10
2021,11,Monte,6547,9,10,19
2021,12,Monte,6547,6,6,12
2021,1,Monte Hermoso,6553,4,1,5
2021,2,Monte Hermoso,6553,1,4,5
2021,3,Monte Hermoso,6553,2,2,4
2021,4,Monte Hermoso,6553,0,1,1
2021,5,Monte Hermoso,6553,1,3,4
2021,6,Monte Hermoso,6553,1,5,6
2021,7,Monte Hermoso,6553,3,1,4
2021,8,Monte Hermoso,6553,1,1,2
2021,9,Monte Hermoso,6553,2,3,5
2021,10,Monte Hermoso,6553,0,0,0
2021,11,Monte Hermoso,6553,0,5,5
2021,12,Monte Hermoso,6553,0,1,1
2021,1,Moreno,6560,97,143,240
2021,2,Moreno,6560,95,125,220
2021,3,Moreno,6560,128,145,273
2021,4,Moreno,6560,177,207,384
2021,5,Moreno,6560,179,245,424
2021,6,Moreno,6560,143,220,363
2021,7,Moreno,6560,139,181,320
2021,8,Moreno,6560,116,139,255
2021,9,Moreno,6560,73,95,168
2021,10,Moreno,6560,106,97,203
2021,11,Moreno,6560,94,87,181
2021,12,Moreno,6560,104,95,199
2021,1,Morón,6568,232,218,450
2021,2,Morón,6568,183,196,379
2021,3,Morón,6568,189,219,408
2021,4,Morón,6568,257,260,517
2021,5,Morón,6568,267,339,606
2021,6,Morón,6568,287,314,601
2021,7,Morón,6568,234,249,483
2021,8,Morón,6568,233,224,457
2021,9,Morón,6568,184,196,380
2021,10,Morón,6568,186,179,365
2021,11,Morón,6568,106,102,208
2021,12,Morón,6568,184,193,377
2021,1,Navarro,6574,2,9,11
2021,2,Navarro,6574,4,6,10
2021,3,Navarro,6574,1,6,7
2021,4,Navarro,6574,2,13,15
2021,5,Navarro,6574,9,13,22
2021,6,Navarro,6574,11,11,22
2021,7,Navarro,6574,6,7,13
2021,8,Navarro,6574,6,3,9
2021,9,Navarro,6574,3,8,11
2021,10,Navarro,6574,3,9,12
2021,11,Navarro,6574,9,8,17
2021,12,Navarro,6574,4,3,7
2021,1,Necochea,6581,51,55,106
2021,2,Necochea,6581,44,38,82
2021,3,Necochea,6581,48,49,97
2021,4,Necochea,6581,45,51,96
2021,5,Necochea,6581,61,69,130
2021,6,Necochea,6581,77,88,165
2021,7,Necochea,6581,54,58,112
2021,8,Necochea,6581,45,45,90
2021,9,Necochea,6581,44,35,79
2021,10,Necochea,6581,46,38,84
2021,11,Necochea,6581,45,37,82
2021,12,Necochea,6581,40,42,82
2021,1,Olavarría,6595,42,51,93
2021,2,Olavarría,6595,43,49,92
2021,3,Olavarría,6595,53,59,112
2021,4,Olavarría,6595,96,91,187
2021,5,Olavarría,6595,73,70,143
2021,6,Olavarría,6595,56,72,128
2021,7,Olavarría,6595,58,64,122
2021,8,Olavarría,6595,54,45,99
2021,9,Olavarría,6595,40,44,84
2021,10,Olavarría,6595,49,43,92
2021,11,Olavarría,6595,45,41,86
2021,12,Olavarría,6595,47,46,93
2021,1,Patagones,6602,20,20,40
2021,2,Patagones,6602,12,9,21
2021,3,Patagones,6602,11,13,24
2021,4,Patagones,6602,9,11,20
2021,5,Patagones,6602,14,17,31
2021,6,Patagones,6602,24,30,54
2021,7,Patagones,6602,20,8,28
2021,8,Patagones,6602,17,11,28
2021,9,Patagones,6602,8,7,15
2021,10,Patagones,6602,10,17,27
2021,11,Patagones,6602,10,11,21
2021,12,Patagones,6602,19,13,32
2021,1,Pehuajó,6609,22,16,38
2021,2,Pehuajó,6609,10,17,27
2021,3,Pehuajó,6609,24,16,40
2021,4,Pehuajó,6609,16,23,39
2021,5,Pehuajó,6609,36,50,86
2021,6,Pehuajó,6609,42,33,75
2021,7,Pehuajó,6609,46,34,80
2021,8,Pehuajó,6609,23,30,53
2021,9,Pehuajó,6609,15,14,29
2021,10,Pehuajó,6609,18,19,37
2021,11,Pehuajó,6609,16,21,37
2021,12,Pehuajó,6609,9,16,25
2021,1,Pellegrini,6616,2,2,4
2021,2,Pellegrini,6616,1,0,1
2021,3,Pellegrini,6616,4,0,4
2021,4,Pellegrini,6616,0,2,2
2021,5,Pellegrini,6616,1,5,6
2021,6,Pellegrini,6616,3,3,6
2021,7,Pellegrini,6616,1,5,6
2021,8,Pellegrini,6616,2,0,2
2021,9,Pellegrini,6616,0,2,2
2021,10,Pellegrini,6616,1,2,3
2021,11,Pellegrini,6616,3,5,8
2021,12,Pellegrini,6616,4,2,6
2021,1,Pergamino,6623,55,57,112
2021,2,Pergamino,6623,45,42,87
2021,3,Pergamino,6623,66,40,106
2021,4,Pergamino,6623,60,61,121
2021,5,Pergamino,6623,85,112,197
2021,6,Pergamino,6623,84,98,182
2021,7,Pergamino,6623,76,59,135
2021,8,Pergamino,6623,75,57,132
2021,9,Pergamino,6623,58,42,100
2021,10,Pergamino,6623,39,54,93
2021,11,Pergamino,6623,43,50,93
2021,12,Pergamino,6623,42,38,80
2021,1,Pila,6630,2,1,3
2021,2,Pila,6630,1,0,1
2021,3,Pila,6630,2,0,2
2021,4,Pila,6630,0,0,0
2021,5,Pila,6630,1,1,2
2021,6,Pila,6630,2,3,5
2021,7,Pila,6630,0,1,1
2021,8,Pila,6630,0,1,1
2021,9,Pila,6630,1,1,2
2021,10,Pila,6630,0,1,1
2021,11,Pila,6630,1,1,2
2021,12,Pila,6630,1,0,1
2021,1,Pilar,6638,73,83,156
2021,2,Pilar,6638,69,89,158
2021,3,Pilar,6638,77,96,173
2021,4,Pilar,6638,113,131,244
2021,5,Pilar,6638,124,185,309
2021,6,Pilar,6638,113,164,277
2021,7,Pilar,6638,91,119,210
2021,8,Pilar,6638,83,97,180
2021,9,Pilar,6638,78,99,177
2021,10,Pilar,6638,95,96,191
2021,11,Pilar,6638,74,106,180
2021,12,Pilar,6638,91,98,189
2021,1,Pinamar,6644,12,14,26
2021,2,Pinamar,6644,5,6,11
2021,3,Pinamar,6644,9,8,17
2021,4,Pinamar,6644,7,10,17
